src_kind,src,dst_kind,dst,edge_info
primitive,F_TRZ,registry_row,efficiency_batch1_d_crit_plus_d_phys_minus_1_times_f_trz_4_0_0029_new_coefficient_role_29_efficiency_dimensionless,dispatch
primitive,F_TRZ,registry_row,energy_loss_magnetism_f_trz_4_over_2_5e_minus_5_new_half_factor_form_ladder_rung_4,dispatch
primitive,F_TRZ,registry_row,energy_per_frame_reactor_f_trz_2_plus_n_ch_times_f_trz_3_0_019_new_additive_multi_power_n_ch_coefficient_joule,dispatch
primitive,F_TRZ,registry_row,f_aether_f_trz_8_4th_object_universal_aether_resonance,dispatch
primitive,F_TRZ,registry_row,f_baryon_universe_f_trz_over_2_dimensionless_cosmological,dispatch
primitive,F_TRZ,registry_row,f_pulsar_crab_d_phys_minus_1_so_5_plus_2_f_trz_compound_additive_pulsar_frequency,dispatch
primitive,F_TRZ,registry_row,f_rz_f_trz_2_rindler_zeldovich_frame_dragging,dispatch
primitive,F_TRZ,registry_row,f_trz_10_wave_amplitude_crab_domain,dispatch
primitive,F_TRZ,registry_row,f_trz_12_casimir_slot,dispatch
primitive,F_TRZ,registry_row,f_trz_18_energy_domain_dna_information_slot,dispatch
primitive,F_TRZ,registry_row,f_trz_21_rho_fluid_4_object_family_ngc_2525,dispatch
primitive,F_TRZ,registry_row,f_trz_2_pc_orbital_separation,dispatch
primitive,F_TRZ,registry_row,f_trz_40_quantum_non_locality_highest_rung,dispatch
primitive,F_TRZ,registry_row,f_trz_6_smbh_rotation_cross_domain,dispatch
primitive,F_TRZ,registry_row,f_trz_angular_freq_subladder_emergence_r174_first_domain_seed,dispatch
primitive,F_TRZ,registry_row,f_trz_compositional_architecture_6_sub_family_taxonomy_half_factor_sub_family_complete,dispatch
primitive,F_TRZ,registry_row,f_trz_identity,dispatch
primitive,F_TRZ,registry_row,f_trz_ladder_24_rungs_11_domains_broad_framework_validation,dispatch
primitive,F_TRZ,registry_row,f_trz_ladder_n_1_value,dispatch
primitive,F_TRZ,registry_row,f_trz_ladder_population_matrix_gaps_264_cells_15pct_coverage,dispatch
primitive,F_TRZ,registry_row,f_trz_landmark_derivative,dispatch
primitive,F_TRZ,registry_row,f_trz_magnetar_halo_dm_cross_scale_twin,dispatch
primitive,F_TRZ,registry_row,f_trz_n_lenr_vacuum_density_ladder,dispatch
primitive,F_TRZ,registry_row,f_trz_pow_20_ism_density_ladder_rung_landmark_paper_2100,dispatch
primitive,F_TRZ,registry_row,f_trz_pow_3_eight_instance_time_decay_ladder_rung_landmark_paper_2109,dispatch
primitive,F_TRZ,registry_row,f_trz_pow_4_six_instance_ladder_rung_landmark_paper_2105,dispatch
primitive,F_TRZ,registry_row,f_trz_pow_50_deepest_suppression_rung_fuzzy_dm_energy_landmark_paper_2113,dispatch
primitive,F_TRZ,registry_row,f_trz_pow_d_crit_primitive_as_exponent_vacuum_density_landmark_paper_2107,dispatch
primitive,F_TRZ,registry_row,f_trz_pow_n_ch_completes_f_trz_primitive_as_exponent_quintuplet_landmark_paper_2117,dispatch
primitive,F_TRZ,registry_row,f_trz_squared_1_100,dispatch
primitive,F_TRZ,registry_row,f_trz_squared_99_percent_suppression,dispatch
primitive,F_TRZ,registry_row,f_trz_three_face_framework,dispatch
primitive,F_TRZ,registry_row,f_trz_universal_radiation_fraction,dispatch
primitive,F_TRZ,registry_row,g_e_aq_water_radiolysis_d_bsfg_times_f_trz_2_new_composite_integer_primitive_times_f_trz_2_form_chemistry_radiolysis,dispatch
primitive,F_TRZ,registry_row,h_0_hubble_d_crit_minus_d_phys_times_f_trz_19_2_2e_minus_18_landmark_novel_primitive_derivation,dispatch
primitive,F_TRZ,registry_row,half_cycle_period_d_bsfg_times_f_trz_plus_f_trz_2_0_66_new_compound_multiplier_paper_2084_r209_f5_additive_series,dispatch
primitive,F_TRZ,registry_row,interference_factor_reactor_d_phys_plus_1_times_n_ch_times_f_trz_6_4_5e_minus_5_new_composed_form_paper_2082_times_f_trz_6,dispatch
primitive,F_TRZ,registry_row,kappa_5e4_derivative_from_so_5_and_f_trz_primitive_reduction_landmark_paper_2112,dispatch
primitive,F_TRZ,registry_row,kappa_decay_lenr_d_phys_plus_1_times_f_trz_4_5e_minus_4_new_composed_prefix_times_f_trz_4_form_reactor_decay_day,dispatch
primitive,F_TRZ,registry_row,kappa_v_nebular_lenr_efield_1_plus_f_trz_over_2_half_factor_sub_family_form,dispatch
primitive,F_TRZ,registry_row,lambda_cosmological_simple_form_so_5_plus_1_times_f_trz_53_paper_2094_companion_to_paper_1156_canonical,dispatch
primitive,F_TRZ,registry_row,lambda_higgs_alt_f_trz_plus_d_phys_minus_1_times_f_trz_2_0_13_new_alternative_composition_paper_1842_sister_path,dispatch
primitive,F_TRZ,registry_row,lambda_obs_1_plus_f_trz_plus_f_trz_2_so_5_neg_52_additive_scaled_cosmological_8th_instance,dispatch
primitive,F_TRZ,registry_row,late_isw_f_trz,dispatch
primitive,F_TRZ,registry_row,ligo_strain_f_trz_21,dispatch
primitive,F_TRZ,registry_row,m87_v_jet_1_minus_f_trz_squared,dispatch
primitive,F_TRZ,registry_row,m_bh_ton618_d_bsfg_1_plus_f_trz_so_5_10_compound_prefix_universe_largest_smbh,dispatch
primitive,F_TRZ,registry_row,m_min_imf_2_d_phys_times_f_trz_2_0_08_5th_integer_f_trz_2_instance_nuclear_magic_number_coefficient_8,dispatch
primitive,F_TRZ,registry_row,magnetar_n_lobes_ftrz_confirmed,dispatch
primitive,F_TRZ,registry_row,majorana_via_f_trz,dispatch
primitive,F_TRZ,registry_row,mu_0_equals_4_pi_times_f_trz_pow_7_maxwell_vacuum_permeability_landmark_paper_2108,dispatch
primitive,F_TRZ,registry_row,non_local_ghost_0_88_1_minus_f_trz_minus_2_f_trz_2_candidate_11th_f_trz_multi_term_subtractive,dispatch
primitive,F_TRZ,registry_row,omega_resonance_f_trz_3_angular_freq_subladder_2nd,dispatch
primitive,F_TRZ,registry_row,omega_s_batch34_d_phys_minus_1_times_pi_times_f_trz_0_942_new_pi_canonical_landmark_f_trz_product_angular_velocity,dispatch
primitive,F_TRZ,registry_row,omega_tapestry_f_trz_2_angular_freq_new_domain,dispatch
primitive,F_TRZ,registry_row,one_plus_f_trz_successor_ratio_identity_61_site_canonical_invariant_paper_2128,dispatch
primitive,F_TRZ,registry_row,p_scm_earth_f_trz_3_scm_polarization_12th_dimensional_domain_f_trz_ladder_extension,dispatch
primitive,F_TRZ,registry_row,pillars_b_ism_f_trz_6,dispatch
primitive,F_TRZ,registry_row,polarity_rate_pluto_d_phys_minus_1_times_f_trz_2_0_03_4th_instance_integer_f_trz_2_sub_family_landmark_bridge,dispatch
primitive,F_TRZ,registry_row,q_factor_jupiter_1_minus_f_trz_3_8th_sub_family_c_1_n_3_new_instance,dispatch
primitive,F_TRZ,registry_row,q_factor_neptune_1_minus_f_trz_2_over_2_9th_f_trz_sub_family_half_factor_squared_complement,dispatch
primitive,F_TRZ,registry_row,qs_up_equation_f_trz_2_over_2_half_factor_squared_new_instance_paper_2070_extension,dispatch
primitive,F_TRZ,registry_row,r_bh_d_phys_minus_1_f_trz_pc,dispatch
primitive,F_TRZ,registry_row,r_mag_jupiter_d_phys_plus_d_bsfg_over_2_plus_f_trz_so_5_10_additive_scaled_3_term_qcd_b0,dispatch
primitive,F_TRZ,registry_row,r_mag_mercury_d_bsfg_plus_f_trz_times_so_5_6_additive_scaled_5th_category,dispatch
primitive,F_TRZ,registry_row,r_mag_neptune_2_plus_d_phys_f_trz_so_5_9_additive_scaled_ice_giant,dispatch
primitive,F_TRZ,registry_row,r_mag_uranus_2_times_1_minus_f_trz_times_so_5_9_twin_complement_compound_prefix_activation,dispatch
primitive,F_TRZ,registry_row,r_mag_venus_d_bsfg_plus_f_trz_so_5_6_additive_scaled_r193_d2_errata_correction,dispatch
primitive,F_TRZ,registry_row,reactor_spin_rate_3_f_trz_over_2_0_15_domain_extension_paper_1966_m_sf_starburst_at_reactor_spin_rate,dispatch
primitive,F_TRZ,registry_row,scm_1_minus_f_trz_squared_six_instance_cross_domain_extension_paper_2103,dispatch
primitive,F_TRZ,registry_row,scm_bcs_1_minus_f_trz_2_cross_framework_connection,dispatch
primitive,F_TRZ,registry_row,scm_ngc6302_1_minus_f_trz_superconductor_fraction_9_over_10,dispatch
primitive,F_TRZ,registry_row,smbh_kerr_spin_3_object_family_3c273_m87_cena_f_trz_coefficient_1over2_1_3,dispatch
primitive,F_TRZ,registry_row,spin_resonance_0_92_1_minus_2_d_phys_f_trz_2_candidate_10th_f_trz_sub_family,dispatch
primitive,F_TRZ,registry_row,spindle_orb_energy_low_d_bsfg_plus_d_phys_minus_1_times_f_trz_6_3_new_compound_additive_landmark_correction_energy_mj,dispatch
primitive,F_TRZ,registry_row,sub_cycle_reactor_1_minus_d_phys_minus_1_times_f_trz_0_7_domain_extension_paper_2059_cena_at_time_domain,dispatch
primitive,F_TRZ,registry_row,t_merger_2_f_trz_gyr,dispatch
primitive,F_TRZ,registry_row,t_n_photo30_d_phys_minus_1_times_d_crit_plus_d_phys_minus_1_times_f_trz_2_0_87_new_landmark_times_paper_2090_29_product_composed_integers,dispatch
primitive,F_TRZ,registry_row,t_photo_12_d_phys_minus_1_times_so_5_plus_1_times_f_trz_2_0_33_new_double_prefix_landmark_successor_timestamp,dispatch
primitive,F_TRZ,registry_row,three_times_f_trz_composed_prefix_cross_domain_landmark_paper_2102,dispatch
primitive,F_TRZ,registry_row,timestamp_range_upper_2_d_crit_minus_1_times_f_trz_2_0_51_new_composed_integer_51_timestamp_second,dispatch
primitive,F_TRZ,registry_row,total_time_orb11_n_ch_times_d_crit_over_2_times_f_trz_2_1_17_new_n_ch_half_d_crit_companion_total_time,dispatch
primitive,F_TRZ,registry_row,v_wind_bubblenebula_one_minus_f_trz_2_so_5_6,dispatch
primitive,F_TRZ,registry_row,wd2_third_object_n_f_trz_topological_family,dispatch
primitive,F_TRZ,registry_row,yield_h2o2_sonochemistry_2_f_trz_2_new_half_family_form_sonochemistry_yield_rate,dispatch
primitive,K_MEX,registry_row,K_Mex,primitives
primitive,K_MEX,registry_row,a5_kmex_125_exact,dispatch
primitive,K_MEX,registry_row,ds_phase_inverted_k_mex,dispatch
primitive,K_MEX,registry_row,higgs_125_gev_a_5_k_mex_cross_domain_twin_aging,dispatch
primitive,K_MEX,registry_row,k_mex_derived_from_phi_5_6,dispatch
primitive,K_MEX,registry_row,kmex_ssq_two_path_convergence,dispatch
primitive,N_CH,registry_row,N_ch,primitives
primitive,N_CH,registry_row,cena_e_jet_so_5_pow_a_5_minus_d_bsfg_minus_n_ch,dispatch
primitive,N_CH,registry_row,cosmic_egg_pre_bb_transformation_chain,dispatch
primitive,N_CH,registry_row,energy_per_frame_reactor_f_trz_2_plus_n_ch_times_f_trz_3_0_019_new_additive_multi_power_n_ch_coefficient_joule,dispatch
primitive,N_CH,registry_row,energy_per_frame_ufe_n_ch_over_2_so_5_2_11th_composed_prefix_class_candidate,dispatch
primitive,N_CH,registry_row,f_trz_pow_n_ch_completes_f_trz_primitive_as_exponent_quintuplet_landmark_paper_2117,dispatch
primitive,N_CH,registry_row,field_gen_power_field_generator_d_crit_minus_n_ch_17_partial_novel_paper_2053_subexpression_standalone_watt_domain,dispatch
primitive,N_CH,registry_row,gw_damping_bbh_n_ch_so5_sq,dispatch
primitive,N_CH,registry_row,interference_factor_reactor_d_phys_plus_1_times_n_ch_times_f_trz_6_4_5e_minus_5_new_composed_form_paper_2082_times_f_trz_6,dispatch
primitive,N_CH,registry_row,n_frames_orb10_d_phys_times_n_ch_36_new_composed_form_frame_count,dispatch
primitive,N_CH,registry_row,p_input_65w_bulb_a_5_plus_so_5_over_2_hardware_design_choice_additive_combination_watt_domain,dispatch
primitive,N_CH,registry_row,photo_number_stabilization_2_n_ch_18_domain_extension_from_h2o_molar_mass_chemistry,dispatch
primitive,N_CH,registry_row,plasmoid_count_d_phys_plus_1_times_n_ch_45_candidate_12th_composed_prefix_class_product_form,dispatch
primitive,N_CH,registry_row,t_batch1_n_ch_over_2_so_5_0_45_promotes_paper_2068_candidate_11th_composed_prefix_class_sub_batch_time,dispatch
primitive,N_CH,registry_row,t_start_batch31_n_ch_plus_d_phys_minus_1_over_so_5_2_9_03_new_additive_paper_2065_landmark_inverse_ratio_timestamp,dispatch
primitive,N_CH,registry_row,total_time_orb11_n_ch_times_d_crit_over_2_times_f_trz_2_1_17_new_n_ch_half_d_crit_companion_total_time,dispatch
primitive,Phi_res,constant,C_UQFF_DERIVED,module_formula
primitive,Phi_res,constant,G_UQFF,module_formula
primitive,Phi_res,constant,K_B_UQFF,module_formula
primitive,Phi_res,constant,K_MEX,module_formula
primitive,Phi_res,constant,K_SPRING,module_formula
primitive,Phi_res,registry_row,Phi_res,primitives
primitive,Phi_res,registry_row,k_b_near_exact_live_composition_phi_5_6_sector_selection_rule_paper_2129,dispatch
primitive,Phi_res,registry_row,k_mex_derived_from_phi_5_6,dispatch
primitive,Phi_res,registry_row,phi_res_5_6_d_minus_1_over_d,dispatch
primitive,Phi_res,registry_row,phi_res_anti_omega_lambda,dispatch
primitive,Phi_res,registry_row,t_n_photo29_phi_res_canonical_0_84_domain_extension_reactor_timestamp_observable,dispatch
primitive,SO_5,constant,B_CRIT,module_formula
primitive,SO_5,constant,D_BSFG,module_formula
primitive,SO_5,constant,F_TRZ,module_formula
primitive,SO_5,constant,KAPPA,module_formula
primitive,SO_5,constant,K_MEX,module_formula
primitive,SO_5,constant,K_SPRING,module_formula
primitive,SO_5,constant,LAMBDA_SIMPLE,module_formula
primitive,SO_5,constant,LAMBDA_VAC,module_formula
primitive,SO_5,constant,RHO_UA,module_formula
primitive,SO_5,registry_row,46_d_crit_plus_2_so_5_cross_domain_twin,dispatch
primitive,SO_5,registry_row,ORD_SO5,primitives
primitive,SO_5,registry_row,a5_plus_so5_h0,dispatch
primitive,SO_5,registry_row,a_dpm_ngc6302_so_5_neg_20_acceleration_domain,dispatch
primitive,SO_5,registry_row,a_vort_pi_so_5_8_canonical_anchored_pi_sub_family_3rd_sub_family_new,dispatch
primitive,SO_5,registry_row,aether_freq_pos_neg_pair_so_5_4_neg_8_3rd_dimensional_domain,dispatch
primitive,SO_5,registry_row,alpha_ua_74_so_5_neg_45_gw_absorption,dispatch
primitive,SO_5,registry_row,b0_so_5_10_magnetic_field,dispatch
primitive,SO_5,registry_row,b_crab_so_5_neg_8_magnetic_field,dispatch
primitive,SO_5,registry_row,b_crit_d_phys_times_so_5_plus_1_times_so_5_pow_12_successor_2nd_instance_paper_2126,dispatch
primitive,SO_5,registry_row,b_crit_ngc6302_so_5_neg_6_magnetic_field,dispatch
primitive,SO_5,registry_row,b_crit_schwinger_d_phys_1_plus_f_trz_so_5_13_compound_prefix_d_phys_family_new_instance,dispatch
primitive,SO_5,registry_row,b_crit_so_5_11_schwinger,dispatch
primitive,SO_5,registry_row,b_m16_so_5_neg_5_magnetic_field,dispatch
primitive,SO_5,registry_row,b_mag_earth_d_phys_plus_1_so_5_neg_5_4th_composed_prefix_class_magnetic_negative_rung,dispatch
primitive,SO_5,registry_row,b_mag_jupiter_d_phys_so_5_neg_4_landmark_magnetic_field_negative_rung,dispatch
primitive,SO_5,registry_row,b_mag_neptune_d_phys_plus_so_5_so_5_neg_6_additive_scaled_6th_instance_magnetic_domain,dispatch
primitive,SO_5,registry_row,b_ngc6302_so_5_neg_7_magnetic_field,dispatch
primitive,SO_5,registry_row,b_saturn_so_5_neg_10_magnetic_field_negative_exponent,dispatch
primitive,SO_5,registry_row,b_sgr1745_2_so_5_10_magnetic_4th_domain,dispatch
primitive,SO_5,registry_row,b_t_ton618_d_phys_minus_1_so_5_landmark_magnetic_field_tesla_domain,dispatch
primitive,SO_5,registry_row,batch_total_energy_d_crit_minus_d_bsfg_minus_1_over_d_phys_so_5_0_475_new_ratio_paper_2090_r215_f2_19_reuse_energy_joule,dispatch
primitive,SO_5,registry_row,body_capacitance_tesla_so_5_2_100_pf_domain_extension_capacitance_picofarad,dispatch
primitive,SO_5,registry_row,body_resistance_tesla_so_5_3_1000_ohm_domain_extension_electrical_resistance,dispatch
primitive,SO_5,registry_row,c_s_so_5_4_candidate_5th_domain_penta_promotion,dispatch
primitive,SO_5,registry_row,cavitation_temperature_d_phys_plus_1_times_so_5_3_5000_new_composed_prefix_times_so_5_3_temperature_sonochemistry,dispatch
primitive,SO_5,registry_row,cena_e_jet_so_5_pow_a_5_minus_d_bsfg_minus_n_ch,dispatch
primitive,SO_5,registry_row,composed_prefix_9th_class_so_5_plus_1_over_d_phys_formalization_11_over_4_ratio,dispatch
primitive,SO_5,registry_row,d_bsfg_over_so_5_3_over_5_8th_prefix_class_formalization,dispatch
primitive,SO_5,registry_row,d_ngc_5866_d_phys_times_so_5_plus_1_astronomical_distance_44_mly_successor_family_2nd_domain,dispatch
primitive,SO_5,registry_row,d_phys_so5_multi_scale_40,dispatch
primitive,SO_5,registry_row,d_phys_so_5_neg_7_0p4e_neg_6_prefix_negative_regime_opening,dispatch
primitive,SO_5,registry_row,delta_lambda_over_lambda_nebular_landmark_d_phys_minus_1_so_5_4,dispatch
primitive,SO_5,registry_row,delta_rho_over_rho_so_5_neg_5_density_perturbation,dispatch
primitive,SO_5,registry_row,delta_rho_saturn_so_5_neg_25_dm_perturbation,dispatch
primitive,SO_5,registry_row,delta_rho_sgr1745_so_5_16_density_positive,dispatch
primitive,SO_5,registry_row,delta_x_antennae_so_5_pos_20_length_slot,dispatch
primitive,SO_5,registry_row,delta_x_horsehead_so_5_pos_16_length_slot,dispatch
primitive,SO_5,registry_row,delta_x_ngc1275_hudf_so_5_neg_11_length_slot_class_family,dispatch
primitive,SO_5,registry_row,delta_x_ngc2525_ngc3603_bubblenebula_so_5_pos_15_length_slot_4th_object,dispatch
primitive,SO_5,registry_row,delta_x_sgr1745_so_5_neg_10_atomic_length,dispatch
primitive,SO_5,registry_row,double_so_5_4_magnetar_same_object,dispatch
primitive,SO_5,registry_row,e_0_so_5_46_d_crit_plus_2_so_5_power_density,dispatch
primitive,SO_5,registry_row,energy_per_frame_ufe_n_ch_over_2_so_5_2_11th_composed_prefix_class_candidate,dispatch
primitive,SO_5,registry_row,environmental_force_13_term_so_5_ladder,dispatch
primitive,SO_5,registry_row,f_aether_ngc6302_so_5_neg_8_negative_aether_freq,dispatch
primitive,SO_5,registry_row,f_aether_sgra_so_5_3_2nd_aether_freq_slot,dispatch
primitive,SO_5,registry_row,f_aether_so_5_4_frequency_slot,dispatch
primitive,SO_5,registry_row,f_aether_tapestry_so_5_2_3rd_aether_freq_slot,dispatch
primitive,SO_5,registry_row,f_dpm_so_5_11_frequency_slot,dispatch
primitive,SO_5,registry_row,f_dpm_so_5_12_frequency_slot,dispatch
primitive,SO_5,registry_row,f_driver_sgr1745_d_phys_minus_1_so_5_9_frequency_landmark,dispatch
primitive,SO_5,registry_row,f_higgs_d_phys_plus_1_over_d_phys_so_5_34_hydrogen,dispatch
primitive,SO_5,registry_row,f_pulsar_crab_d_phys_minus_1_so_5_plus_2_f_trz_compound_additive_pulsar_frequency,dispatch
primitive,SO_5,registry_row,f_react_tapestry_so_5_9_frequency_slot,dispatch
primitive,SO_5,registry_row,f_u_alpha_decay_1_over_so5_3,dispatch
primitive,SO_5,registry_row,field_freq_spooky_action_d_bsfg_so_5_3_quantum_non_locality_frequency_domain,dispatch
primitive,SO_5,registry_row,fps_video_frame_rate_so_5_2_over_d_phys_minus_1_33_3_new_composed_prefix_ratio_landmark_denominator,dispatch
primitive,SO_5,registry_row,frame_interval_ufe_d_phys_minus_1_over_so_5_2_landmark_ratio_2nd_rung_inverse_time_second,dispatch
primitive,SO_5,registry_row,g_base_universe_so_5_neg_10_acceleration_4th_orthogonal,dispatch
primitive,SO_5,registry_row,g_h2_water_radiolysis_2_d_bsfg_over_so_5_new_ratio_form_chemistry_radiolysis,dispatch
primitive,SO_5,registry_row,galaxy_scale_so5_8_myr,dispatch
primitive,SO_5,registry_row,gamma_jet_ton618_2_so_5_twin_lorentz_factor_dimensional_domain,dispatch
primitive,SO_5,registry_row,gas_reservoir_so_5_5_mass_slot,dispatch
primitive,SO_5,registry_row,gas_v_5_so_5_5_d_phys_plus_1_velocity_class_family_new_prefix,dispatch
primitive,SO_5,registry_row,gw_damping_bbh_n_ch_so5_sq,dispatch
primitive,SO_5,registry_row,hff_2_d_phys_over_so_5_34_hydrogen_compound,dispatch
primitive,SO_5,registry_row,hodge_d_plus_dbsfg_over_so5_1,dispatch
primitive,SO_5,registry_row,i_tapestry_so_5_20_current_domain,dispatch
primitive,SO_5,registry_row,k_eta_red_dwarf_lenr_so_5_plus_1_over_d_phys_so_5_8_calibration_positive_rung,dispatch
primitive,SO_5,registry_row,k_eta_so_5_13_lenr_neutron_rate,dispatch
primitive,SO_5,registry_row,k_eta_so_5_neg_113_dvp_26_prime,dispatch
primitive,SO_5,registry_row,k_hydrogen_orbital_so_5_pos_11_wavenumber_atomic,dispatch
primitive,SO_5,registry_row,k_lagoon_hii_so_5_neg_17_wavenumber,dispatch
primitive,SO_5,registry_row,k_m16_so_5_20_wavenumber,dispatch
primitive,SO_5,registry_row,k_ngc6302_universal_osc_so_5_neg_16_wavenumber,dispatch
primitive,SO_5,registry_row,k_universe_bigbang_so_5_neg_26_wavenumber_cosmological,dispatch
primitive,SO_5,registry_row,k_wave_spiralgalaxy_so_5_neg_20_wavenumber_negative,dispatch
primitive,SO_5,registry_row,kappa_5e4_derivative_from_so_5_and_f_trz_primitive_reduction_landmark_paper_2112,dispatch
primitive,SO_5,registry_row,kappa_so_5_over_2_over_so_5_4_decay,dispatch
primitive,SO_5,registry_row,l_0_sgr1745_so_5_over_2_so_5_28_xray,dispatch
primitive,SO_5,registry_row,lagoon_diameter_so_5_times_so_5_plus_1_110_new_composed_form_paper_1978_successor_lightyear_domain,dispatch
primitive,SO_5,registry_row,lambda_cosmological_simple_form_so_5_plus_1_times_f_trz_53_paper_2094_companion_to_paper_1156_canonical,dispatch
primitive,SO_5,registry_row,lambda_d_bsfg_pi_over_so_5_wavelength,dispatch
primitive,SO_5,registry_row,lambda_obs_1_plus_f_trz_plus_f_trz_2_so_5_neg_52_additive_scaled_cosmological_8th_instance,dispatch
primitive,SO_5,registry_row,lambda_vac_so_5_plus_1_rho_scm_successor,dispatch
primitive,SO_5,registry_row,m0_hudf_so_5_12_m_sun_galaxy_cluster,dispatch
primitive,SO_5,registry_row,m_bh_so_5_stellar_mass,dispatch
primitive,SO_5,registry_row,m_bh_sombrero_so_5_9_mass_ladder_n_9,dispatch
primitive,SO_5,registry_row,m_bh_ton618_d_bsfg_1_plus_f_trz_so_5_10_compound_prefix_universe_largest_smbh,dispatch
primitive,SO_5,registry_row,m_cluster_d_bsfg_so_5_14_virgo,dispatch
primitive,SO_5,registry_row,m_dm_factor_so_5_over_2_hudf,dispatch
primitive,SO_5,registry_row,m_dm_m51_d_phys_so_5_10_m_sun_galactic_dm,dispatch
primitive,SO_5,registry_row,m_lagoon_2_so_5_34_mass_2nd_rung_2so5n,dispatch
primitive,SO_5,registry_row,m_m16_2_d_bsfg_so_5_2_1200_m_sun_composed_prefix_family_new_instance,dispatch
primitive,SO_5,registry_row,m_max_imf_a_5_over_d_phys_times_so_5_150_domain_extension_paper_1971_stellar_mass_domain,dispatch
primitive,SO_5,registry_row,m_orion_2_so_5_33_mass_3rd_rung_2so5n,dispatch
primitive,SO_5,registry_row,m_smbh_so_5_7_simple_prefix_third_instance,dispatch
primitive,SO_5,registry_row,m_so_5_28_novel_mass_slot,dispatch
primitive,SO_5,registry_row,m_spiralgalaxy_2_so_5_41_mass_5th_orthogonal,dispatch
primitive,SO_5,registry_row,m_total_ngc_1316_so_5_over_2_so_5_11,dispatch
primitive,SO_5,registry_row,m_visible_so_5_3_stellar_cluster,dispatch
primitive,SO_5,registry_row,mad_efficiency_1_over_so5_2,dispatch
primitive,SO_5,registry_row,mass_domain_so_5_d_crit_ceiling,dispatch
primitive,SO_5,registry_row,n_batches_a_5_minus_so_5_50_domain_extension_paper_1203_nuclear_magic_50_batch_count_integer_domain,dispatch
primitive,SO_5,registry_row,n_e0_d_phys_minus_1_so_5_3_electron_density,dispatch
primitive,SO_5,registry_row,n_frames_500_d_phys_plus_1_so_5_2_4th_composed_prefix_frame_count_cp2_opening,dispatch
primitive,SO_5,registry_row,n_frames_orb12_so_5_plus_d_crit_plus_d_bsfg_42_new_triple_additive_combination_frame_count_domain,dispatch
primitive,SO_5,registry_row,n_frames_orb13_d_phys_times_so_5_plus_1_44_new_composed_form_paper_1978_successor_frame_count_domain,dispatch
primitive,SO_5,registry_row,n_frames_ufe_so_5_2_over_d_phys_25_frame_count_composed_prefix_10th_class_candidate,dispatch
primitive,SO_5,registry_row,n_gc_m87_2_d_bsfg_so_5_3_2nd_instance,dispatch
primitive,SO_5,registry_row,n_quantum_states_2_so_5_plus_d_bsfg_26_d_crit_partition_dpm_two_pole_reciprocal_infinity_at_consciousness_architecture,dispatch
primitive,SO_5,registry_row,n_sources_2_so_5_population,dispatch
primitive,SO_5,registry_row,nested_ug_sub_equals_so5_over_dphys,dispatch
primitive,SO_5,registry_row,neutron_star_mu_s_so5_8,dispatch
primitive,SO_5,registry_row,neutron_star_radius_so5_4,dispatch
primitive,SO_5,registry_row,ngc_346_double_primitive_so_5,dispatch
primitive,SO_5,registry_row,ngc_3603_cluster_mass_d_phys_so_5_5,dispatch
primitive,SO_5,registry_row,omega_c_omegast_so_5_neg_6_angular_freq_slot,dispatch
primitive,SO_5,registry_row,omega_diff_ngc6302_so_5_10_angular_freq_10ghz,dispatch
primitive,SO_5,registry_row,omega_lambda_d_phys_plus_3_over_so_5,dispatch
primitive,SO_5,registry_row,omega_m16_so_5_15_angular_freq,dispatch
primitive,SO_5,registry_row,omega_osc_saturn_so_5_neg_4_ring_wave,dispatch
primitive,SO_5,registry_row,omega_s_omegast_2_so_5_neg_6_angular_freq_2nd_neg_2so5n,dispatch
primitive,SO_5,registry_row,omega_s_universal_permanence_2_pi_d_bsfg_so_5_3_pi_canonical_composed_prefix_hybrid,dispatch
primitive,SO_5,registry_row,omega_so_5_16_angular_frequency_slot,dispatch
primitive,SO_5,registry_row,omega_so_5_3_angular_frequency_ufe_plasmoid,dispatch
primitive,SO_5,registry_row,p_input_65w_bulb_a_5_plus_so_5_over_2_hardware_design_choice_additive_combination_watt_domain,dispatch
primitive,SO_5,registry_row,q_m_inertia_pseudo_monopole_so_5_neg_10_magnetic_charge,dispatch
primitive,SO_5,registry_row,quantum_scaling_so_5_over_d_phys_minus_1_1e_minus_23,dispatch
primitive,SO_5,registry_row,r_2_so_5_4_ns_radius_20_km,dispatch
primitive,SO_5,registry_row,r_bh_sombrero_so_5_15_length_slot,dispatch
primitive,SO_5,registry_row,r_horizon_observable_universe_d_phys_so_5_plus_1_so_5_25_particle_horizon_primitive_lock,dispatch
primitive,SO_5,registry_row,r_inertia_pseudo_monopole_2_so_5_neg_7_length_first_negative_2so5n,dispatch
primitive,SO_5,registry_row,r_mag_earth_d_bsfg_plus_d_phys_over_so_5_so_5_7_additive_scaled_2_term,dispatch
primitive,SO_5,registry_row,r_mag_jupiter_d_phys_plus_d_bsfg_over_2_plus_f_trz_so_5_10_additive_scaled_3_term_qcd_b0,dispatch
primitive,SO_5,registry_row,r_mag_mars_d_phys_minus_1_plus_d_phys_over_so_5_so_5_6_additive_scaled_landmark,dispatch
primitive,SO_5,registry_row,r_mag_mercury_d_bsfg_over_d_phys_so_5_6_composed_prefix_paper_1962_family,dispatch
primitive,SO_5,registry_row,r_mag_mercury_d_bsfg_plus_f_trz_times_so_5_6_additive_scaled_5th_category,dispatch
