file,line,primitive,raw_value,literal_form,scope
_session304_rho_vac_scm_derivation.py,48,D_PHYS,4.0,4.0,module
_session304_rho_vac_scm_derivation.py,49,D_BSFG,6.0,6.0,module
_session304_rho_vac_scm_derivation.py,50,D_CRIT,26.0,26.0,module
_session304_rho_vac_scm_derivation.py,51,N_CH,9.0,9.0,module
_session304_rho_vac_scm_derivation.py,54,KAPPA,5e-4,0.0005,module
_session304_rho_vac_scm_derivation.py,127,RHO_VAC_UA,K_MEX * BETA_I * F_TRZ * PHI_RES * SSQ * (PIVOT_J_m3 * 10.0),K_MEX * BETA_I * F_TRZ * PHI_RES * SSQ * (PIVOT_J_m3 * 10.0),class_or_func
_session308_paradox_bell_tsirelson.py,14,D_PHYS,4 (not higher).,4 (not higher).,module
_session313_open_baryogenesis.py,12,PHI_RES,5/6 -> (1 - Phi_res) = 1/6 residual.,5/6 -> (1 - Phi_res) = 1/6 residual.,module
_session323_qg_born.py,2,PHI_RES,5/6,0.8333333333333334,module
_session333_cosmo_li7.py,2,PHI_RES,5/6,0.8333333333333334,module
_session338_math_goldbach.py,2,PHI_RES,5/6,0.8333333333333334,module
_session340_math_abc.py,2,K_MEX,25/12,2.0833333333333335,module
_session341_math_collatz.py,2,F_TRZ,0.1,0.1,module
_session342_math_beal.py,2,PHI_RES,5/6,0.8333333333333334,module
_session343_352_paper1189_chemistry.py,5,K_MEX,"25/12, D_phys=4, D_BSFG=6, D_crit=26, N_ch=9, SO5=10, A_5=60,","25/12, D_phys=4, D_BSFG=6, D_crit=26, N_ch=9, SO5=10, A_5=60",module
_session343_352_paper1189_chemistry.py,6,BETA_I,6029/10000.,0.6029,module
_session343_352_paper1189_chemistry.py,14,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session343_352_paper1189_chemistry.py,15,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session343_352_paper1189_chemistry.py,16,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session343_352_paper1189_chemistry.py,17,D_PHYS,4,4,module
_session343_352_paper1189_chemistry.py,18,D_BSFG,6,6,module
_session343_352_paper1189_chemistry.py,19,N_CH,9,9,module
_session344_chem_mp_me_ratio.py,3,D_BSFG,6,6,module
_session353_math_catalan.py,2,PHI_RES,5/6,0.8333333333333334,module
_session373_sm_delta_cp.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,module
_session374_sm_jarlskog.py,2,F_TRZ,0.1; D_BSFG=6; K_Mex=25/12; SSq=0.57,0.1; D_BSFG=6; K_Mex=25/12; SSq=0.57,module
_session375_sm_theta23.py,2,F_TRZ,0.1; D_phys=4; SSq=0.57,0.1; D_phys=4; SSq=0.57,module
_session376_sm_top_yukawa.py,2,F_TRZ,0.1,0.1,module
_session377_sm_higgs_lambda.py,2,F_TRZ,0.1; K_Mex=25/12; SSq=0.57; N_ch=9,0.1; K_Mex=25/12; SSq=0.57; N_ch=9,module
_session378_sm_alpha_s.py,2,F_TRZ,0.1; K_Mex=25/12; SSq=0.57; Phi_res=5/6,0.1; K_Mex=25/12; SSq=0.57; Phi_res=5/6,module
_session379_sm_cabibbo.py,2,F_TRZ,0.1; K_Mex=25/12; D_phys=4,0.1; K_Mex=25/12; D_phys=4,module
_session380_sm_proton_g.py,2,F_TRZ,0.1; D_BSFG=6; Phi_res=5/6; D_phys=4,0.1; D_BSFG=6; Phi_res=5/6; D_phys=4,module
_session381_sm_mt_mw.py,2,F_TRZ,0.1; K_Mex=25/12; SSq=0.57; Phi_res=5/6,0.1; K_Mex=25/12; SSq=0.57; Phi_res=5/6,module
_session382_sm_mh_mt.py,2,F_TRZ,0.1; K_Mex=25/12; SSq=0.57; beta_i=0.6029,0.1; K_Mex=25/12; SSq=0.57; beta_i=0.6029,module
_session383_astro_chandrasekhar.py,2,F_TRZ,0.1; D_phys=4,0.1; D_phys=4,module
_session384_astro_tov_max.py,2,F_TRZ,0.1; K_Mex=25/12; SSq=0.57; D_phys=4; Phi_res=5/6,0.1; K_Mex=25/12; SSq=0.57; D_phys=4; Phi_res=5/6,module
_session385_astro_photon_sphere.py,2,F_TRZ,0.1; K_Mex=25/12; Phi_res=5/6,0.1; K_Mex=25/12; Phi_res=5/6,module
_session386_astro_isco.py,2,D_BSFG,6,6,module
_session387_astro_bh_entropy.py,2,F_TRZ,0.1; K_Mex=25/12; D_phys=4,0.1; K_Mex=25/12; D_phys=4,module
_session388_astro_wd_exponent.py,2,F_TRZ,0.1; Phi_res=5/6; D_phys=4,0.1; Phi_res=5/6; D_phys=4,module
_session389_astro_grav_binding.py,2,F_TRZ,0.1; SSq=0.57; D_phys=4,0.1; SSq=0.57; D_phys=4,module
_session390_astro_salpeter_imf.py,2,F_TRZ,0.1; K_Mex=25/12; Phi_res=5/6; D_BSFG=6; D_phys=4,0.1; K_Mex=25/12; Phi_res=5/6; D_BSFG=6; D_phys=4,module
_session391_astro_ns_compactness.py,2,F_TRZ,0.1; K_Mex=25/12; D_phys=4; SSq=0.57,0.1; K_Mex=25/12; D_phys=4; SSq=0.57,module
_session392_astro_solar_schwarzschild.py,2,F_TRZ,0.1; D_phys=4; SSq=0.57,0.1; D_phys=4; SSq=0.57,module
_session393_cm_bcs_gap.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_phys=4; D_BSFG=6,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_phys=4; D_BSFG=6,module
_session394_cm_wilson.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session395_cm_wiedemann_franz.py,3,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_phys=4,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_phys=4,module
_session396_cm_von_klitzing.py,3,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; D_phys=4,0.1; Phi_res=5/6; SSq=0.57; D_phys=4,module
_session397_cm_coherence_length.py,3,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; D_phys=4,0.1; Phi_res=5/6; SSq=0.57; D_phys=4,module
_session398_cm_bec_tc.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4,module
_session399_cm_zeta3.py,2,F_TRZ,0.1; Phi_res=5/6; D_phys=4,0.1; Phi_res=5/6; D_phys=4,module
_session400_cm_isotope.py,2,F_TRZ,0.1; Phi_res=5/6; D_phys=4,0.1; Phi_res=5/6; D_phys=4,module
_session401_cm_brinkman_rice.py,2,F_TRZ,0.1; Phi_res=5/6,0.1; Phi_res=5/6,module
_session402_cm_xy_exponent.py,2,D_PHYS,4; D_BSFG=6,4; D_BSFG=6,module
_session403_bio_dna_pitch.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; SO5=10,0.1; Phi_res=5/6; SSq=0.57; SO5=10,module
_session404_bio_atp.py,2,F_TRZ,0.1; Phi_res=5/6; D_phys=4; SO5=10; A_5=60,0.1; Phi_res=5/6; D_phys=4; SO5=10; A_5=60,module
_session405_bio_codon_redundancy.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_phys=4,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_phys=4,module
_session406_bio_kleiber.py,2,F_TRZ,0.1; Phi_res=5/6,0.1; Phi_res=5/6,module
_session407_bio_hill.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session408_bio_photosynthesis.py,2,F_TRZ,0.1; K_Mex=25/12; D_phys=4,0.1; K_Mex=25/12; D_phys=4,module
_session409_bio_chlorophyll.py,2,SSQ,0.57; K_Mex=25/12; D_BSFG=6; SO5=10; A_5=60,0.57; K_Mex=25/12; D_BSFG=6; SO5=10; A_5=60,module
_session410_bio_telomere.py,2,D_BSFG,6,6,module
_session411_bio_redfield.py,2,F_TRZ,0.1; Phi_res=5/6; D_BSFG=6,0.1; Phi_res=5/6; D_BSFG=6,module
_session412_bio_phyllotaxis.py,3,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,module
_session413_plasma_iter_aspect.py,2,F_TRZ,0.1; D_BSFG=6,0.1; D_BSFG=6,module
_session414_plasma_troyon.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,module
_session415_plasma_triple_product.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session416_plasma_coulomb_log.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10; SSq=0.57,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10; SSq=0.57,module
_session417_plasma_bohm.py,3,F_TRZ,"Fraction(1,10); Phi_res=Fraction(5,6); K_Mex=Fraction(25,12)","Fraction(1,10); Phi_res=Fraction(5,6); K_Mex=Fraction(25,12)",module
_session418_plasma_safety_q.py,3,F_TRZ,"Fraction(1,10); Phi_res=Fraction(5,6); K_Mex=Fraction(25,12)","Fraction(1,10); Phi_res=Fraction(5,6); K_Mex=Fraction(25,12)",module
_session421_plasma_lawson.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,module
_session422_plasma_sheath.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session423_geo_j2.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,module
_session424_geo_scale_height.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57; SO5=10,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57; SO5=10,module
_session426_geo_lapse.py,2,F_TRZ,0.1; Phi_res=5/6; SO5=10,0.1; Phi_res=5/6; SO5=10,module
_session427_geo_obliquity.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,module
_session428_geo_greenhouse.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; N_ch=9,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; N_ch=9,module
_session429_geo_salinity.py,2,F_TRZ,0.1; K_Mex=25/12; D_phys=4; SO5=10,0.1; K_Mex=25/12; D_phys=4; SO5=10,module
_session430_geo_earth_moon.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; A_5=60,0.1; Phi_res=5/6; K_Mex=25/12; A_5=60,module
_session431_geo_brunt_vaisala.py,2,F_TRZ,0.1,0.1,module
_session432_geo_pressure.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session433_part_baryogenesis.py,2,F_TRZ,0.1; D_BSFG=6,0.1; D_BSFG=6,module
_session434_part_proton_lifetime.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,module
_session435_part_neutrino_mass.py,2,F_TRZ,0.1; K_Mex=25/12,0.1; K_Mex=25/12,module
_session436_part_sterile_neutrino.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57,module
_session437_part_axion.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57; D_BSFG=6,0.1; Phi_res=5/6; K_Mex=25/12; SSq=0.57; D_BSFG=6,module
_session438_part_wimp.py,3,F_TRZ,"Fraction(1,10); Phi_res=Fraction(5,6); K_Mex=Fraction(25,12); D_phys=4; SO5=10","Fraction(1,10); Phi_res=Fraction(5,6); K_Mex=Fraction(25,12); D_phys=4; SO5=10",module
_session439_part_eta_gg.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; N_ch=9; SO5=10,0.1; Phi_res=5/6; K_Mex=25/12; N_ch=9; SO5=10,module
_session440_part_top_yukawa.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session441_part_higgs.py,2,F_TRZ,0.1; K_Mex=25/12,0.1; K_Mex=25/12,module
_session442_part_pmns_t12.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10; SSq=0.57,0.1; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10; SSq=0.57,module
_session443_info_ln2.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session444_info_log2e.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,module
_session445_info_pi_over_2.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,module
_session446_info_surface_code.py,3,F_TRZ,"Fraction(1,10)","Fraction(1,10)",module
_session447_info_euler_mascheroni.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57,0.1; Phi_res=5/6; SSq=0.57,module
_session448_info_catalan.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session449_info_ln10.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session450_info_omega_lambert.py,2,F_TRZ,0.1; SSq=0.57; Phi_res=5/6,0.1; SSq=0.57; Phi_res=5/6,module
_session451_info_khinchin.py,2,F_TRZ,0.1; SSq=0.57; K_Mex=25/12,0.1; SSq=0.57; K_Mex=25/12,module
_session452_info_sqrt_2pi.py,2,F_TRZ,0.1; SSq=0.57; Phi_res=5/6; K_Mex=25/12,0.1; SSq=0.57; Phi_res=5/6; K_Mex=25/12,module
_session453_gr_mercury.py,2,F_TRZ,0.1; K_Mex=25/12; N_ch=9,0.1; K_Mex=25/12; N_ch=9,module
_session454_gr_light_bending.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12,module
_session455_gr_shapiro.py,3,D_PHYS,Fraction(4),Fraction(4),module
_session456_gr_gpb_geodetic.py,2,F_TRZ,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_BSFG=6,0.1; Phi_res=5/6; SSq=0.57; K_Mex=25/12; D_BSFG=6,module
_session457_gr_gpb_frame_drag.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session458_gr_hulse_taylor.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12,0.1; Phi_res=5/6; K_Mex=25/12,module
_session459_gr_bh_shadow.py,2,F_TRZ,0.1; Phi_res=5/6; K_Mex=25/12; N_ch=9; SO5=10; D_phys=4,0.1; Phi_res=5/6; K_Mex=25/12; N_ch=9; SO5=10; D_phys=4,module
_session460_gr_photon_sphere.py,3,F_TRZ,"Fraction(1,10); SO5=Fraction(10); D_phys=Fraction(4)","Fraction(1,10); SO5=Fraction(10); D_phys=Fraction(4)",module
_session461_gr_nanograv.py,2,F_TRZ,0.1; K_Mex=25/12,0.1; K_Mex=25/12,module
_session462_gr_kerr_isco.py,3,F_TRZ,"Fraction(1,10); SO5=Fraction(10)","Fraction(1,10); SO5=Fraction(10)",module
_session463_si_bandgap.py,1,F_TRZ,1/10; Phi_res=5/6; K_Mex=25/12,1/10; Phi_res=5/6; K_Mex=25/12,module
_session464_gaas_bandgap.py,1,F_TRZ,1/10; Phi_res=5/6; SSq=0.57,1/10; Phi_res=5/6; SSq=0.57,module
_session465_diamond_bandgap.py,1,F_TRZ,1/10; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,1/10; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,module
_session466_bcs_ratio.py,1,F_TRZ,1/10; Phi_res=5/6; K_Mex=25/12; D_phys=4,1/10; Phi_res=5/6; K_Mex=25/12; D_phys=4,module
_session467_lorenz_number.py,1,F_TRZ,1/10; Phi_res=5/6; K_Mex=25/12,1/10; Phi_res=5/6; K_Mex=25/12,module
_session469_n_water.py,1,F_TRZ,1/10; Phi_res=5/6; SSq=0.57; K_Mex=25/12,1/10; Phi_res=5/6; SSq=0.57; K_Mex=25/12,module
_session470_stefan_boltzmann.py,1,F_TRZ,1/10; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,1/10; Phi_res=5/6; K_Mex=25/12; D_phys=4; SO5=10,module
_session472_avogadro.py,1,F_TRZ,1/10; Phi_res=5/6; K_Mex=25/12; D_BSFG=6,1/10; Phi_res=5/6; K_Mex=25/12; D_BSFG=6,module
_session623_rydbergE.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session624_stefan.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session625_wien.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session626_faraday.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session627_avogadro.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session628_kB.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session629_planck.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session630_c.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session631_e.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session632_hartree.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session633_pi.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session634_e.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session635_goldenRatio.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session636_gamma.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session637_sqrt2.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session638_sqrt3.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session639_sqrt5.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session640_ln2.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session641_ln10.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session642_zeta3.py,2,F_TRZ,"F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60","F(1,10);Phi=F(5,6);SSq=F(57,100);K=F(25,12);Dp=4;DB=6;SO=10;N=9;A=60",module
_session694_alpha_forward_derivation.py,14,F_TRZ,1/10                 (Time-Reversal-Zone amplitude),1/10                 (Time-Reversal-Zone amplitude),nested_10
_session694_alpha_forward_derivation.py,15,PHI_RES,"5/6                  (Resonance phase closure, G6)","5/6                  (Resonance phase closure, G6)",nested_10
_session694_alpha_forward_derivation.py,16,SSQ,57/100               (Sustainarity-square ledger anchor),57/100               (Sustainarity-square ledger anchor),nested_10
_session694_alpha_forward_derivation.py,17,K_MEX,"25/12                (Mexican-hat coupling, G1)","25/12                (Mexican-hat coupling, G1)",nested_10
_session694_alpha_forward_derivation.py,18,D_PHYS,4,4,nested_10
_session694_alpha_forward_derivation.py,19,D_BSFG,6,6,nested_10
_session694_alpha_forward_derivation.py,20,D_CRIT,26,26,nested_10
_session694_alpha_forward_derivation.py,23,N_CH,9,9,nested_10
_session694_alpha_forward_derivation.py,24,BETA_I,6029/10000           (S293 calibrated),6029/10000           (S293 calibrated),nested_10
_session694_alpha_forward_derivation.py,67,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session694_alpha_forward_derivation.py,68,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session694_alpha_forward_derivation.py,69,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session694_alpha_forward_derivation.py,70,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session694_alpha_forward_derivation.py,71,D_PHYS,Fraction(4),Fraction(4),module
_session694_alpha_forward_derivation.py,72,D_BSFG,Fraction(6),Fraction(6),module
_session694_alpha_forward_derivation.py,73,D_CRIT,Fraction(26),Fraction(26),module
_session695_4pi_coset_derivation.py,48,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session695_4pi_coset_derivation.py,49,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session695_4pi_coset_derivation.py,50,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session695_4pi_coset_derivation.py,51,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session695_4pi_coset_derivation.py,52,D_BSFG,6,6,module
_session695_4pi_coset_derivation.py,53,D_CRIT,26,26,module
_session695_4pi_coset_derivation.py,61,D_PHYS,4,4,module
_session696_2loop_kk_closure.py,47,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session696_2loop_kk_closure.py,48,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session696_2loop_kk_closure.py,49,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session696_2loop_kk_closure.py,50,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session696_2loop_kk_closure.py,51,D_BSFG,6,6,module
_session696_2loop_kk_closure.py,52,D_PHYS,4,4,module
_session696_2loop_kk_closure.py,53,D_CRIT,26,26,module
_session696_2loop_kk_closure.py,54,N_CH,9,9,module
_session696_2loop_kk_closure.py,55,ORD_SO5,10,10,module
_session697_c2_exact_decomposition.py,96,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session697_c2_exact_decomposition.py,97,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session697_c2_exact_decomposition.py,98,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session697_c2_exact_decomposition.py,99,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session697_c2_exact_decomposition.py,100,D_BSFG,6,6,module
_session697_c2_exact_decomposition.py,101,D_PHYS,4,4,module
_session697_c2_exact_decomposition.py,102,D_CRIT,26,26,module
_session697_c2_exact_decomposition.py,103,N_CH,9,9,module
_session697_c2_exact_decomposition.py,105,ORD_SO5,10,10,module
_session698_so2dpm_selection_rule.py,83,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session698_so2dpm_selection_rule.py,84,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session698_so2dpm_selection_rule.py,85,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session698_so2dpm_selection_rule.py,86,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session698_so2dpm_selection_rule.py,87,D_BSFG,6,6,module
_session698_so2dpm_selection_rule.py,88,D_PHYS,4,4,module
_session698_so2dpm_selection_rule.py,89,D_CRIT,26,26,module
_session698_so2dpm_selection_rule.py,90,N_CH,9,9,module
_session698_so2dpm_selection_rule.py,91,ORD_SO5,10,10,module
_session699_3loop_tail_bound.py,28,F_TRZ,"Fraction(1, 10)","Fraction(1, 10)",module
_session699_3loop_tail_bound.py,29,PHI_RES,"Fraction(5, 6)","Fraction(5, 6)",module
_session699_3loop_tail_bound.py,30,SSQ,"Fraction(57, 100)","Fraction(57, 100)",module
_session699_3loop_tail_bound.py,31,K_MEX,"Fraction(25, 12)","Fraction(25, 12)",module
_session699_3loop_tail_bound.py,32,BETA_I,"Fraction(6029, 10000)","Fraction(6029, 10000)",module
_session699_3loop_tail_bound.py,33,D_PHYS,4,4,module
_session699_3loop_tail_bound.py,34,D_BSFG,6,6,module
