script,classification,predicted_print_count,evidence
_session647_omegaB.py,UNCLASSIFIED,0,
_session648_H0.py,UNCLASSIFIED,0,
_session649_sigma8.py,UNCLASSIFIED,0,
_session650_nS.py,UNCLASSIFIED,0,
_session651_zRecomb.py,UNCLASSIFIED,0,
_session652_zReion.py,UNCLASSIFIED,0,
_session653_W.py,UNCLASSIFIED,0,
_session654_Z.py,UNCLASSIFIED,0,
_session655_top.py,UNCLASSIFIED,0,
_session656_Higgs.py,UNCLASSIFIED,0,
_session657_b.py,UNCLASSIFIED,0,
_session658_charm.py,UNCLASSIFIED,0,
_session659_tau.py,UNCLASSIFIED,0,
_session660_muon.py,UNCLASSIFIED,0,
_session661_strange.py,UNCLASSIFIED,0,
_session662_electron.py,UNCLASSIFIED,0,
_session663_Fe56.py,UNCLASSIFIED,0,
_session664_Ni62.py,UNCLASSIFIED,0,
_session665_He4.py,UNCLASSIFIED,0,
_session666_U235.py,UNCLASSIFIED,0,
_session667_U238.py,UNCLASSIFIED,0,
_session668_C12.py,UNCLASSIFIED,0,
_session669_O16.py,UNCLASSIFIED,0,
_session670_Pb208.py,UNCLASSIFIED,0,
_session671_H3.py,UNCLASSIFIED,0,
_session672_deuteron.py,UNCLASSIFIED,0,
_session673_Earth_mass.py,UNCLASSIFIED,0,
_session674_Earth_radius.py,UNCLASSIFIED,0,
_session675_Earth_g.py,UNCLASSIFIED,0,
_session676_Earth_escape.py,UNCLASSIFIED,0,
_session677_Earth_MoI.py,UNCLASSIFIED,0,
_session678_Earth_orb_v.py,UNCLASSIFIED,0,
_session679_Earth_year.py,UNCLASSIFIED,0,
_session680_Moon_dist.py,UNCLASSIFIED,0,
_session681_Moon_mass.py,UNCLASSIFIED,0,
_session682_Earth_density.py,UNCLASSIFIED,0,
_session683_lagrangian_primitives.py,UNCLASSIFIED,0,
_session684_closure_to_sector_bridge.py,UNCLASSIFIED,0,
_session684_KK_AU_per_1e10_m.py,UNCLASSIFIED,0,
_session685_KK_Sun_mass_per_1e29_kg.py,UNCLASSIFIED,0,
_session686_KK_Earth_orbit_v_per_km_s.py,UNCLASSIFIED,0,
_session687_KK_Sun_radius_per_1e8_m.py,UNCLASSIFIED,0,
_session688_KK_Jupiter_mass_per_1e27_kg.py,UNCLASSIFIED,0,
_session689_KK_Earth_radius_per_1e6_m.py,UNCLASSIFIED,0,
_session690_KK_Moon_orbital_period_per_day.py,UNCLASSIFIED,0,
_session691_KK_sidereal_year_per_100_day.py,UNCLASSIFIED,0,
_session692_KK_Mars_orbit_AU.py,UNCLASSIFIED,0,
_session693_KK_Mercury_year_per_10_day.py,UNCLASSIFIED,0,
_session694_alpha_forward_derivation.py,PRIMITIVE_ONLY,1,
_session695_4pi_coset_derivation.py,PRIMITIVE_ONLY,2,
_session696_2loop_kk_closure.py,PRIMITIVE_ONLY,2,
_session697_c2_exact_decomposition.py,PRIMITIVE_ONLY,2,
_session698_so2dpm_selection_rule.py,PRIMITIVE_ONLY,2,
_session699_3loop_tail_bound.py,PRIMITIVE_ONLY,6,
_session700_alpha_chain_convergence.py,PRIMITIVE_ONLY,3,
_session701_c_tree_derivation.py,PRIMITIVE_ONLY,2,
_session702_c_tree_layered_dpm.py,PRIMITIVE_ONLY,2,
_session703_c_2loop_coefficient.py,COMPARISON_ONLY,4,"L194: codata-assign-only: ""simplified"": ""c_obs = 3 * v_SCM * (1 - 1/1440 + (5*pi^2/9) * (1/1440)^2)"","
_session704_c_3loop_tail_bound.py,COMPARISON_ONLY,6,"L175: codata-assign-only: ""expression"": ""c_obs = 3*v_SCM * (1 - delta_c + (5 pi^2/9) delta_c^2 - (25 pi^4/162) delta_c^3)"","
_session705_universal_loop_factorial_rule.py,PRIMITIVE_ONLY,7,
_session706_loop_factorial_n4.py,PRIMITIVE_ONLY,15,
_session707_so2_dpm_geometric_phase.py,COMPARISON_ONLY,8,"L50: codata-assign-only: c_obs   = 299_792_458.0                # m/s, CODATA exact"
_session708_so2_dpm_rank_refined.py,COMPARISON_ONLY,8,L55: codata-assign-only: c_obs   = 299_792_458.0
_session709_mu_chain_opening.py,COMPARISON_ONLY,2,"L9: codata-assign-only: mu = m_p / m_e = 1836.15267343 (CODATA, 11-digit dimensionless)"
_session710_mu_2loop.py,COMPARISON_ONLY,4,L63: codata-assign-only: mu_obs = 1836.15267343                       # CODATA m_p/m_e
_session711_mu_3loop_finite_polynomial.py,COMPARISON_ONLY,2,L68: codata-assign-only: mu_obs = 1836.15267343
_session712_mu_4loop_termination_test.py,COMPARISON_ONLY,6,L10: codata-assign-only: the CODATA 2018 uncertainty floor on mu = m_p/m_e = 1836.15267343(11).
_session713_alpha_4loop_borel_test.py,PRIMITIVE_ONLY,2,
_session714_alpha_c3_locked_candidate_hunt.py,PRIMITIVE_ONLY,4,
_session715_alpha_4loop_locked_candidate.py,PRIMITIVE_ONLY,4,
_session716_mu_5loop_ratio_rule_validation.py,COMPARISON_ONLY,3,L74: codata-assign-only: m_p_over_m_e_obs = 1836.15267343
_session717_alpha_class_universality_test.py,PRIMITIVE_ONLY,3,
_session718_c_chain_class_assignment.py,COMPARISON_ONLY,3,L60: codata-assign-only: c_obs   = 299_792_458.0
_session719_hbar_dimensional_class_probe.py,PRIMITIVE_ONLY,4,
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,PRIMITIVE_ONLY,8,
_session721_classV_G_and_LSCM_MSCM_proportionality.py,PRIMITIVE_ONLY,6,
_session722_K_G_prefactor_search.py,PRIMITIVE_ONLY,5,
_session723_K_G_locked_rational.py,COMPARISON_ONLY,6,L47: codata-assign-only: G       = 6.67430e-11
_session724_classVI_Lambda_opening.py,COMPARISON_ONLY,7,"L79: codata-assign-only: print(f""  Lambda_obs       = {LAMBDA_OBS:.4e} m^-2"")"
_session725_cosmological_hierarchy_probe.py,PRIMITIVE_ONLY,9,
_session726_LH_tighten_locked_closure.py,PRIMITIVE_ONLY,5,
_session727_LH42_Lambda_closure.py,PRIMITIVE_ONLY,5,
_session728_triple_track_consolidation.py,PRIMITIVE_ONLY,7,
_session729_H0_eta_hbar_consolidation.py,COMPARISON_ONLY,8,"L127: codata-assign-only: print(f""  eta_obs = n_b/n_gamma = {ETA_OBS:.4e}  (Planck 2018)"")"
_session730_Dcrit7_TCMB_Hubble.py,PRIMITIVE_ONLY,6,
_session731_TCMB_OmegaX_motifs.py,COMPARISON_ONLY,5,L128: codata-assign-only: m_p = 1.67262e-27
_session732_classX_BAO_audit.py,PRIMITIVE_ONLY,10,
_session733_residual_hierarchy_OmegaB_BAO_crosscheck.py,COMPARISON_ONLY,3,L239: codata-assign-only: kB = 1.381e-23; hbar = 1.054571817e-34
_session734_classXII_tighten_HubbleTension_residual.py,SEARCH_FIT,6,"L111: search-call: print(f""\n  2-atom correction search (sub-0.05%):"")"
_session735_universal_residual_HubbleInvariant_sigma8.py,COMPARISON_ONLY,2,L176: codata-assign-only: invariant_obs    = 0.0335   # roughly: H0*r_d/c from Planck BAO
_session736_delta_univ_classXV_ns_S8_check.py,PRIMITIVE_ONLY,2,
_session737_delta_dress_classXVI_alphas_VII_decompose.py,COMPARISON_ONLY,2,L134: codata-assign-only: K_XII_obs = 0.04930 / 0.3153  # Planck Omega_b/Omega_m
_session738_globalR_classXVII_r_alphas_identity.py,COMPARISON_ONLY,2,L147: codata-assign-only: r_obs = 0.036  # BICEP/Keck central; upper limit r<0.06 at 95% CL
_session739_R_xi_classXVIII_OmegaLambda_betas.py,COMPARISON_ONLY,3,"L4: codata-assign-only: SESSION 739 -- (a) Resolve global R deviation (R_obs = 0.9683 vs n_s = 0.965, ~0.34%)"
_session740_xi_refine_classXIX_age_gammas.py,COMPARISON_ONLY,3,L100: codata-assign-only: xi_obs = 3.426736e-3
_session741_t0_refine_zeq_classXX_ell1.py,COMPARISON_ONLY,4,L29: codata-assign-only: t0_obs = 13.797   # Gyr
_session742_higher_peaks_t0_exact_classXXII_rs.py,COMPARISON_ONLY,5,L26: codata-assign-only: t0_obs  = 13.797
_session743_rs_silk_As.py,COMPARISON_ONLY,4,L25: codata-assign-only: rs_obs = 144.6     # Mpc (recombination sound horizon)
_session744_As_refine_kD_Neff.py,COMPARISON_ONLY,4,L25: codata-assign-only: As_obs = 2.1e-9
_session745_As_kD_exact_Yp.py,COMPARISON_ONLY,4,L134: codata-assign-only: A_s_obs = 2.1e-9
_session746_DH_kD_As.py,SEARCH_FIT,4,"L69: search-def: def search2(target, atoms, tol_pct=1.0): | L83: search-def: def search3(target, atoms, tol_pct=0.1): | L116: search-call: hits1 = search2(mult1, ATOMS, tol_pct=0.1) | L108: codata-assign-only: A_s_obs = 2.1e-9"
_session747_LiH_As_DH.py,SEARCH_FIT,6,"L58: search-def: def search3(target, atoms, tol_pct=1.0, allow_recip=True): | L73: search-def: def search2(target,atoms,tol_pct=2.0): | L106: search-call: hits_a3=search3(abs(delta), ATOMS, tol_pct=10.0) | L97: codata-assign-only: A_s_obs=2.1e-9"
_session748_LiH_He3_eta.py,SEARCH_FIT,4,"L42: search-def: def search3(target, tol_pct=5.0, want=8): | L66: search-def: def search2(target, tol_pct=5.0, want=12): | L124: search-call: hits_li = search3(abs(delta_li), tol_pct=5.0, want=10) | L115: codata-assign-only: LiH_obs = 1.60e-10"
_session749_eta_Yp_T0.py,SEARCH_FIT,4,"L35: search-def: def search3(target, tol_pct=5.0, want=10): | L50: search-def: def search2(target, tol_pct=5.0, want=15): | L93: search-call: hits_eta2 = search2(abs(delta_eta), tol_pct=5.0, want=15) | L84: codata-assign-only: eta_obs=6.10e-10"
_session750_eta_T0_H0.py,SEARCH_FIT,4,"L32: search-def: def search2(target, tol_pct=5.0, want=15): | L45: search-def: def search3(target, tol_pct=5.0, want=12): | L60: search-def: def search4(target, tol_pct=2.0, want=10): | L110: search-call: hits3 = search3(abs(delta_eta), tol_pct=2.0, want=12) | L100: codata-assign-only: eta_obs=6.10e-10"
_session751_T0_Hratio_sigma8_Omegam.py,SEARCH_FIT,4,"L38: search-def: def search2(target, tol_pct=5.0, want=15): | L51: search-def: def search3(target, tol_pct=5.0, want=12): | L66: search-def: def search4(target, tol_pct=2.0, want=12): | L122: search-call: print(""\n  3-atom delta search (tol 1%):"") | L12: codata-assign-only: sigma_8_obs = 0.8111 (Planck 2018). Seed: sigma_8 = 416/513 = 0.81092 (1-atom, 0-anchor)."
_session752_T0reform_sigma8KiDS_OmegaL.py,SEARCH_FIT,4,"L37: search-def: def search2(target, tol_pct=5.0, want=15): | L50: search-def: def search3(target, tol_pct=5.0, want=12): | L65: search-def: def search4(target, tol_pct=2.0, want=12): | L121: search-call: print(""\n  2-atom delta search (tol 0.5%):"") | L104: codata-assign-only: T0_obs=2.7255"
_session753_sigma8push_wDE_Obh2.py,SEARCH_FIT,4,"L46: search-def: def search2(target, tol_pct=5.0, want=15): | L59: search-def: def search3(target, tol_pct=5.0, want=12): | L74: search-def: def search4(target, tol_pct=2.0, want=12): | L129: search-call: hits4s = search4(abs(delta_s8), tol_pct=0.05, want=20) | L177: pred-assigned-from-_obs: pred = -(1.0 + h[3]); err=(pred-w_obs)/w_obs*100.0 | L182: pred-assigned-from-_obs: pred = -(1.0 + h[4]); err=(pred-w_obs)/w_obs*100.0 | L187: pred-assigned-from-_obs: pred = -h[3]; err = (pred-w_obs)/w_obs*100.0 | L191: pred-assigned-from-_obs: pred = -h[4]; err = (pred-w_obs)/w_obs*100.0 | L195: pred-assigned-from-_obs: pred = -(1.0 + h[3]); err = (pred-w_obs)/w_obs*100.0 | L199: pred-assigned-from-_obs: pred = -(1.0 + h[4]); err = (pred-w_obs)/w_obs*100.0"
_session754_Obh2push_zeq_rs.py,SEARCH_FIT,4,"L48: search-def: def search2(target, tol_pct=5.0, want=15): | L61: search-def: def search3(target, tol_pct=5.0, want=15): | L76: search-def: def search4(target, tol_pct=2.0, want=15): | L127: search-call: hits2bd = search2(abs(delta_b), tol_pct=0.5, want=15) | L197: pred-assigned-from-_obs: pred = h[4]*1000.0; err = (pred-zeq_obs)/zeq_obs*100.0 | L208: pred-assigned-from-_obs: pred = base_z_K*h[3]; err = (pred-zeq_obs)/zeq_obs*100.0 | L213: pred-assigned-from-_obs: pred = base_z_K*h[4]; err = (pred-zeq_obs)/zeq_obs*100.0 | L227: pred-assigned-from-_obs: pred = h[4]*1000.0; err = (pred-zeq_obs)/zeq_obs*100.0 | L231: pred-assigned-from-_obs: pred = base_z_K*h[3]; err = (pred-zeq_obs)/zeq_obs*100.0 | L235: pred-assigned-from-_obs: pred = base_z_K*h[4]; err = (pred-zeq_obs)/zeq_obs*100.0"
_session755_Obh2unblock_t0_tau.py,SEARCH_FIT,5,"L53: search-def: def search2(target, tol_pct=5.0, want=15): | L66: search-def: def search3(target, tol_pct=5.0, want=15): | L81: search-def: def search4(target, tol_pct=2.0, want=15): | L133: search-call: hits3b = search3(Obh2_obs, tol_pct=0.005, want=20) | L6: codata-assign-only: m_p/m_e = 1836.152673  (proton-electron mass ratio)"
_session756_tauCE_zstar_Neff.py,SEARCH_FIT,4,"L43: search-def: def search2(target, tol_pct=5.0, want=15): | L56: search-def: def search3(target, tol_pct=5.0, want=15): | L71: search-def: def search4(target, tol_pct=2.0, want=15): | L121: search-call: hits2td = search2(abs(delta_tau), tol_pct=0.01, want=20) | L177: pred-assigned-from-_obs: pred = h[4]*zeq; err = (pred-zstar_obs)/zstar_obs*100.0 | L191: pred-assigned-from-_obs: pred = h[4]*zeq; err = (pred-zstar_obs)/zstar_obs*100.0 | L224: pred-assigned-from-_obs: pred = 3.0 + h[3]; err = (pred-Neff_obs)/Neff_obs*100.0 | L229: pred-assigned-from-_obs: pred = 3.0 + h[4]; err = (pred-Neff_obs)/Neff_obs*100.0 | L243: pred-assigned-from-_obs: pred = 3.0 + h[3]; err = (pred-Neff_obs)/Neff_obs*100.0 | L247: pred-assigned-from-_obs: pred = 3.0 + h[4]; err = (pred-Neff_obs)/Neff_obs*100.0"
_session757_tau_zstar_DH.py,SEARCH_FIT,4,"L45: search-def: def search2(target, tol_pct=5.0, want=15): | L58: search-def: def search3(target, tol_pct=5.0, want=15): | L73: search-def: def search4(target, tol_pct=2.0, want=15): | L124: search-call: hits2td = search2(abs(delta_tau), tol_pct=5e-3, want=20) | L6: codata-assign-only: (a) S755 closure: tau = Y_p*(5/108)*(1-n_s)/alpha_em = 0.054402, err = +3.7e-3%."
_session758_mpme_alphaS_Omh2.py,SEARCH_FIT,4,"L50: search-def: def search2(target, tol_pct=5.0, want=15): | L63: search-def: def search3(target, tol_pct=5.0, want=15): | L78: search-def: def search4(target, tol_pct=2.0, want=15): | L137: search-call: hits2dhd = search2(abs(delta_dh), tol_pct=1.0, want=15) | L2: codata-assign-only: SESSION 758 -- (a) Test mpme = 11/6 EXACT decomposition for D/H + all QED classes;"
_session759_tau_zstar_Oc_kpivot.py,SEARCH_FIT,4,"L50: search-def: def search2(target, tol_pct=5.0, want=15): | L63: search-def: def search3(target, tol_pct=5.0, want=15): | L78: search-def: def search4(target, tol_pct=2.0, want=15): | L131: search-call: hits2t = search2(abs(delta_tau), tol_pct=1.0, want=10) | L29: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session760_Och2_mnu_As.py,SEARCH_FIT,4,"L45: search-def: def search2(target, tol_pct=5.0, want=15): | L58: search-def: def search3(target, tol_pct=5.0, want=15): | L73: search-def: def search4(target, tol_pct=2.0, want=15): | L123: search-call: hits2 = search2(abs(delta_o), tol_pct=1.0, want=12) | L28: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session761_As_obratio_eta.py,SEARCH_FIT,4,"L45: search-def: def search2(target, tol_pct=5.0, want=15): | L58: search-def: def search3(target, tol_pct=5.0, want=15): | L73: search-def: def search4(target, tol_pct=2.0, want=15): | L140: search-call: h2 = search2(abs(delta), tol_pct=5.0, want=15) | L7: codata-assign-only: Strategy: use alpha_em^4 = 2.836e-9 as natural seed (35% high) and add 2/3-atom delta shells."
_session762_H0_rdrag_gammaPPN.py,SEARCH_FIT,5,"L38: search-def: def search2(target, tol_pct=5.0, want=15): | L51: search-def: def search3(target, tol_pct=5.0, want=15): | L66: search-def: def search4(target, tol_pct=2.0, want=15): | L111: search-call: for h in search2(H0_obs, tol_pct=3.0, want=12): | L21: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session763_NeffBBN_OmK_zreion_dCP.py,SEARCH_FIT,7,"L41: search-def: def search2(target, tol_pct=5.0, want=15): | L54: search-def: def search3(target, tol_pct=5.0, want=15): | L69: search-def: def search4(target, tol_pct=2.0, want=15): | L123: search-call: for h in search2(NeffBBN_obs, tol_pct=3.0, want=10): | L24: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session764_crossval_omnu_zBAO_etab.py,SEARCH_FIT,6,"L48: search-def: def search2(target, tol_pct=5.0, want=15): | L60: search-def: def search3(target, tol_pct=5.0, want=15): | L74: search-def: def search4(target, tol_pct=2.0, want=15): | L204: search-call: for h in search2(omnu_obs, tol_pct=3.0, want=10): | L31: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session765_Aplanck_tau_S8_etabwiden.py,SEARCH_FIT,3,"L35: search-def: def search2(target, tol_pct=5.0, want=15): | L47: search-def: def search3(target, tol_pct=5.0, want=15): | L61: search-def: def search4(target, tol_pct=2.0, want=15): | L116: search-call: for lab_a, lab_b, tag, v, err in search2(tau_obs, 3.0, 12): | L18: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session766_AL_w0_wa_Hz.py,SEARCH_FIT,2,"L35: search-def: def search2(target, tol_pct=5.0, want=15): | L47: search-def: def search3(target, tol_pct=5.0, want=15): | L61: search-def: def search4(target, tol_pct=2.0, want=15): | L90: search-call: h4=search4(t4[0], t4[1], 1); h3=search3(t3[0], t3[1], 1); h2=search2(t2[0], t2[1], 1) | L18: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session767_BAO_distance_suite.py,SEARCH_FIT,2,"L39: search-def: def search2(target, tol_pct=5.0, want=15): | L51: search-def: def search3(target, tol_pct=5.0, want=15): | L65: search-def: def search4(target, tol_pct=2.0, want=15): | L109: search-call: for la,lb,tag,v,err in search2(target_ratio, 3.0, 12): | L9: codata-assign-only: Strategy: distances expressed as shells on r_drag (LIV = 279/(260*alpha_em) ~ 147.05 Mpc)."
_session768_BAO_z051_z061.py,SEARCH_FIT,2,"L37: search-def: def search2(target, tol_pct=5.0, want=15): | L49: search-def: def search3(target, tol_pct=5.0, want=15): | L63: search-def: def search4(target, tol_pct=2.0, want=15): | L102: search-call: for la,lb,tag,v,err in search2(obs, 3.0, 12): | L20: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session769_struct_amp_anchors.py,SEARCH_FIT,2,"L37: search-def: def search2(target, tol_pct=5.0, want=15): | L49: search-def: def search3(target, tol_pct=5.0, want=15): | L63: search-def: def search4(target, tol_pct=2.0, want=15): | L100: search-call: for la,lb,tag,v,err in search2(obs, 3.0, 12): | L20: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session770_matter_radiation_acoustic.py,SEARCH_FIT,2,"L41: search-def: def search2(target, tol_pct=5.0, want=15): | L53: search-def: def search3(target, tol_pct=5.0, want=15): | L67: search-def: def search4(target, tol_pct=2.0, want=15): | L101: search-call: for la,lb,tag,v,err in search2(obs, 3.0, 12): | L24: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session771_inflation_reion_age_CV4.py,SEARCH_FIT,2,"L40: search-def: def search2(target, tol_pct=5.0, want=15): | L52: search-def: def search3(target, tol_pct=5.0, want=15): | L66: search-def: def search4(target, tol_pct=2.0, want=15): | L106: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L23: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session772_running_zdec_DH_CV5.py,SEARCH_FIT,2,"L40: search-def: def search2(target, tol_pct=5.0, want=15): | L52: search-def: def search3(target, tol_pct=5.0, want=15): | L66: search-def: def search4(target, tol_pct=2.0, want=15): | L101: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L23: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session773_zeq_BAO_nu_CV6.py,SEARCH_FIT,2,"L41: search-def: def search2(target, tol_pct=5.0, want=15): | L53: search-def: def search3(target, tol_pct=5.0, want=15): | L67: search-def: def search4(target, tol_pct=2.0, want=15): | L102: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L24: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session774_Rstar_DV015_fs8_CV7.py,SEARCH_FIT,2,"L43: search-def: def search2(target, tol_pct=5.0, want=15): | L55: search-def: def search3(target, tol_pct=5.0, want=15): | L69: search-def: def search4(target, tol_pct=2.0, want=15): | L104: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L26: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session775_teq_keq_mnu_CV8.py,SEARCH_FIT,2,"L41: search-def: def search2(target, tol_pct=5.0, want=15): | L53: search-def: def search3(target, tol_pct=5.0, want=15): | L67: search-def: def search4(target, tol_pct=2.0, want=15): | L102: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L24: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session776_zdrag_theta_OmDE_CV9.py,SEARCH_FIT,2,"L41: search-def: def search2(target, tol_pct=5.0, want=15): | L53: search-def: def search3(target, tol_pct=5.0, want=15): | L67: search-def: def search4(target, tol_pct=2.0, want=15): | L102: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L24: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session777_SMsector_CV10.py,SEARCH_FIT,2,"L42: search-def: def search2(target, tol_pct=5.0, want=15): | L54: search-def: def search3(target, tol_pct=5.0, want=15): | L68: search-def: def search4(target, tol_pct=2.0, want=15): | L103: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L25: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session778_SMmasses_CV11.py,SEARCH_FIT,2,"L41: search-def: def search2(target, tol_pct=5.0, want=15): | L53: search-def: def search3(target, tol_pct=5.0, want=15): | L67: search-def: def search4(target, tol_pct=2.0, want=15): | L102: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L24: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session779_quarks_CKM_CV12.py,SEARCH_FIT,2,"L45: search-def: def search2(target, tol_pct=5.0, want=15): | L57: search-def: def search3(target, tol_pct=5.0, want=15): | L71: search-def: def search4(target, tol_pct=2.0, want=15): | L106: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L28: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session780_Higgs_gravity_CV13.py,SEARCH_FIT,2,"L48: search-def: def search2(target, tol_pct=5.0, want=15): | L60: search-def: def search3(target, tol_pct=5.0, want=15): | L74: search-def: def search4(target, tol_pct=2.0, want=15): | L109: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L31: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session781_cosmoconst_entropy_CV14.py,SEARCH_FIT,2,"L44: search-def: def search2(target, tol_pct=5.0, want=15): | L56: search-def: def search3(target, tol_pct=5.0, want=15): | L70: search-def: def search4(target, tol_pct=2.0, want=15): | L105: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L27: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session782_lambdaH_yt_etaB_CV15.py,SEARCH_FIT,2,"L46: search-def: def search2(target, tol_pct=5.0, want=15): | L58: search-def: def search3(target, tol_pct=5.0, want=15): | L72: search-def: def search4(target, tol_pct=2.0, want=15): | L107: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L10: codata-assign-only: -->  1/alpha_em = 137 derives from dimensional algebra alone."
_session783_sinW_alphasGUT_rho_CV16.py,SEARCH_FIT,2,"L44: search-def: def search2(target, tol_pct=5.0, want=15): | L56: search-def: def search3(target, tol_pct=5.0, want=15): | L70: search-def: def search4(target, tol_pct=2.0, want=15): | L105: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L27: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session784_MGUT_Dm2atm_PMNS_CV17.py,SEARCH_FIT,2,"L42: search-def: def search2(target, tol_pct=5.0, want=15): | L54: search-def: def search3(target, tol_pct=5.0, want=15): | L68: search-def: def search4(target, tol_pct=2.0, want=15): | L103: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 12): | L25: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
_session785_PMNS_solar_reactor_CV18.py,SEARCH_FIT,3,"L48: search-def: def search2(target, tol_pct=5.0, want=15): | L60: search-def: def search3(target, tol_pct=5.0, want=15): | L74: search-def: def search4(target, tol_pct=2.0, want=15): | L109: search-call: for la,lb,tag,v,err in search2(obs, 5.0, 10): | L31: codata-assign-only: mpme=F(1836152673,1000000000); inv_mpme=F(1)/mpme"
