"Filename","LineNumber","Line"
"CondensedPhysics2.py","30407","class GravityProjectionShapeCalculator:"
"CondensedPhysics2.py","30486","class ChaosCoherenceCalculator:"
"CondensedPhysics2.py","30556","class SweetVacuumEnergyCalculator:"
"CondensedPhysics2.py","30617","class PrecessionalResonanceCalculator:"
"CondensedPhysics2.py","30672","class PlasmaConvectionCalculator:"
"CondensedPhysics2.py","30725","class PhotonLatticeProjectionCalculator:"
"CondensedPhysics2.py","30778","class ShadowTearingCalculator:"
"CondensedPhysics2.py","30870","class NewtonSecondLawCalculator:"
"CondensedPhysics2.py","30924","class EinsteinMassEnergyCalculator:"
"CondensedPhysics2.py","30978","class KinematicMotionCalculator:"
"CondensedPhysics2.py","31052","class GravitationalForceCalculator:"
"CondensedPhysics2.py","31106","class KineticEnergyCalculator:"
"CondensedPhysics2.py","31163","class PotentialEnergyCalculator:"
"CondensedPhysics2.py","31219","class MomentumCalculator:"
"CondensedPhysics2.py","31283","class AngularFrequencyCalculator:"
"CondensedPhysics2.py","31337","class WavelengthCalculator:"
"CondensedPhysics2.py","31388","class ElectricalPowerCalculator:"
"CondensedPhysics2.py","31450","class PhotonEnergyCalculator:"
"CondensedPhysics2.py","31515","class ParametricMotionCalculator:"
"CondensedPhysics2.py","31573","class NewtonRaphsonSolverCalculator:"
"CondensedPhysics2.py","31650","class UnitConversionCalculator:"
"CondensedPhysics2.py","31717","class ErrorPropagationCalculator:"
"CondensedPhysics2.py","31842","class CircleAreaCalculator:"
"CondensedPhysics2.py","31876","class SphereVolumeCalculator:"
"CondensedPhysics2.py","31908","class PythagoreanTheoremCalculator:"
"CondensedPhysics2.py","31946","class TriangleAreaCalculator:"
"CondensedPhysics2.py","31995","class CylinderVolumeCalculator:"
"CondensedPhysics2.py","32031","class QuadraticFormulaCalculator:"
"CondensedPhysics2.py","32084","class VelocityTimeRelationCalculator:"
"CondensedPhysics2.py","32118","class SUVATEquationCalculator:"
"CondensedPhysics2.py","32163","class MomentumForceCalculator:"
"CondensedPhysics2.py","32219","class PowerIntegrationCalculator:"
"CondensedPhysics2.py","32277","class TaylorSeriesCalculator:"
"CondensedPhysics2.py","32352","class RungeKuttaSolverCalculator:"
"CondensedPhysics2.py","32441","class LinearRegressionCalculator:"
"CondensedPhysics2.py","32508","class DimensionalAnalysisOrb58Calculator:"
"CondensedPhysics2.py","32576","class ConeVolumeCalculator:"
"CondensedPhysics2.py","32613","class TrigIdentityCalculator:"
"CondensedPhysics2.py","32725","class ErrorPropagationFormulasCalculator:"
"CondensedPhysics2.py","32825","class NewtonRaphsonCalculator:"
"CondensedPhysics2.py","32953","class UniversalInertiaOrb60Calculator:"
"CondensedPhysics2.py","33025","class UniversalTimeCalculator:"
"CondensedPhysics2.py","33082","class UnifiedFieldCalculator:"
"CondensedPhysics2.py","33150","class AetherCouplingCalculator:"
"CondensedPhysics2.py","33202","class BackgroundMetricCalculator:"
"CondensedPhysics2.py","33249","class BuoyancyCouplingCalculator:"
"CondensedPhysics2.py","33288","class BuoyancyModulationCalculator:"
"CondensedPhysics2.py","33330","class FinalParsecCalculator:"
"CondensedPhysics2.py","33382","class MergerTimescaleCalculator:"
"CondensedPhysics2.py","33437","class MetalRetentionCalculator:"
"CondensedPhysics2.py","33486","class CGMBaryonCalculator:"
"CondensedPhysics2.py","33525","class CGMMetalGradientCalculator:"
"CondensedPhysics2.py","33575","class ZetaPiWaveCalculator:"
"CondensedPhysics2.py","33626","class SchwarzschildProtonCalculator:"
"CondensedPhysics2.py","33686","class HiggsStabilityCalculator:"
"CondensedPhysics2.py","33731","class UgCouplingCalculator:"
"CondensedPhysics2.py","33775","class FeedbackFactorCalculator:"
"CondensedPhysics2.py","33818","class GalacticDistanceCalculator:"
"CondensedPhysics2.py","33863","class StringDistanceCalculator:"
"CondensedPhysics2.py","34023","class Ug1MagneticDipoleCalculator:"
"CondensedPhysics2.py","34071","class Ug2ChargeReactivityCalculator:"
"CondensedPhysics2.py","34115","class Ug3StringRotationCalculator:"
"CondensedPhysics2.py","34168","class Ug4VacuumConcentrationCalculator:"
"CondensedPhysics2.py","34217","class UniversalBuoyancyCalculator:"
"CondensedPhysics2.py","34267","class UniversalMagnetismOrb61Calculator:"
"CondensedPhysics2.py","34315","class DEPowerTransformCalculator:"
"CondensedPhysics2.py","34356","class TimeReversalZoneDynamicCalculator:"
"CondensedPhysics2.py","34402","class NegativeTimeOrb61Calculator:"
"CondensedPhysics2.py","34445","class PiCycleEncoderCalculator:"
"CondensedPhysics2.py","34495","class PlasmaOrbMassCalculator:"
"CondensedPhysics2.py","34540","class ReactorEfficiencyOrb61Calculator:"
"CondensedPhysics2.py","34588","class BioQuantumResonanceCalculator:"
"CondensedPhysics2.py","34639","class QuantumLevel26Calculator:"
"CondensedPhysics2.py","34690","class VacuumDensityFieldCalculator:"
"CondensedPhysics2.py","34738","class VacuumStressEnergyTensorCalculator:"
"CondensedPhysics2.py","34787","class SymbolicIntegratorCalculator:"
"CondensedPhysics2.py","34850","class NumericalNewtonSolverCalculator:"
"CondensedPhysics2.py","34896","class CategoryFunctorOrb61Calculator:"
"CondensedPhysics2.py","34978","class PiEncodingCalculator:"
"CondensedPhysics2.py","35068","class PiDigitPatternCalculator:"
"CondensedPhysics2.py","35140","class Polynomial26RootCalculator:"
"CondensedPhysics2.py","35274","class SIMDVacuumDensityCalculator:"
"CondensedPhysics2.py","35355","class MIPSOpcodePhysicsCalculator:"
"CondensedPhysics2.py","35415","class X86VectorOpCalculator:"
"CondensedPhysics2.py","35500","class AssemblyDisassemblyCalculator:"
"CondensedPhysics2.py","35620","class SIDimensionalAnalysisCalculator:"
"CondensedPhysics2.py","35625","    Based on Units class from ScientificCalculatorDialog."
"CondensedPhysics2.py","35747","class QuTiPQuantumStateCalculator:"
"CondensedPhysics2.py","35872","class AstropyEphemerisCalculator:"
"CondensedPhysics2.py","36032","class DistributedNewtonSolverCalculator:"
"CondensedPhysics2.py","36265","class PerlinNoiseCalculator:"
"CondensedPhysics2.py","36576","# Update class count"
"CondensedPhysics2.py","37538","class NavierStokesUQFFRegularizationCalculator:"
"CondensedPhysics2.py","37709","class YangMillsMassGapCalculator:"
"CondensedPhysics2.py","37924","class RiemannHypothesisCosmicCorrelationCalculator:"
"CondensedPhysics2.py","38227","class SystemParamsDeed728bCalculator:"
"CondensedPhysics2.py","38520","class UnifiedFieldSimulatorCalculator:"
"CondensedPhysics2.py","38623","class QuantumAtomSimulatorCalculator:"
"CondensedPhysics2.py","38706","class PiSolfeggioHarmonicsCalculator:"
"CondensedPhysics2.py","38778","class PlasmoidDynamicsCalculator:"
"CondensedPhysics2.py","38877","class StarSystemTableCalculator:"
"CondensedPhysics2.py","38882","        Red Dwarf   ? M-class main sequence"
"CondensedPhysics2.py","38981","class RedDwarfPlasmaAccumulatorCalculator:"
"CondensedPhysics2.py","39053","class UnifiedFieldTimeSeriesCalculator:"
"CondensedPhysics2.py","39189","class ReactorEnergyS6Calculator:"
"CondensedPhysics2.py","39241","class DimensionalAnalysisS8Calculator:"
"CondensedPhysics2.py","39276","class QAOAOptimizationS8Calculator:"
"CondensedPhysics2.py","39314","class CategoryFunctorS8Calculator:"
"CondensedPhysics2.py","39344","class LLVMJITCompilerS8Calculator:"
"CondensedPhysics2.py","39377","class FederatedLearningS8Calculator:"
"CondensedPhysics2.py","39418","class NeuralSymbolicEvalS8Calculator:"
"CondensedPhysics2.py","39458","class NeuromorphicAcceleratorS8Calculator:"
"CondensedPhysics2.py","39492","class BlockchainECDSAS8Calculator:"
"CondensedPhysics2.py","39526","class OperationalTransformS8Calculator:"
"CondensedPhysics2.py","39564","class MPIDistributedS8Calculator:"
"CondensedPhysics2.py","39690","class Ug1SolarDipoleCycleCalculator:"
"CondensedPhysics2.py","39757","class Ug2StellarBubbleCalculator:"
"CondensedPhysics2.py","39815","class Ug3MagneticDiskFullCalculator:"
"CondensedPhysics2.py","39871","class Ug4SMBHVacuumInteractionCalculator:"
"CondensedPhysics2.py","39942","class SolarFUAssemblyCalculator:"
"CondensedPhysics2.py","40019","class InflationForceCoreCalculator:"
"CondensedPhysics2.py","40080","class SCmEpochStateCalculator:"
"CondensedPhysics2.py","40183","class SolarWindVacuumDensityCalculator:"
"CondensedPhysics2.py","40233","class KiNormalizedSolarCalculator:"
"CondensedPhysics2.py","40289","class SolarAetherStressTensorCalculator:"
"CondensedPhysics2.py","40421","class ReactorEfficiencyUQFFCanonicalCalculator:"
"CondensedPhysics2.py","40461","class FUPiNegativeTimeCanonicalCalculator:"
"CondensedPhysics2.py","40549","class QuasarJetNavierStokesCalculator:"
"CondensedPhysics2.py","40607","class PlanetaryCoreHamiltonianCalculator:"
"CondensedPhysics2.py","40661","class StellarAgeHelioCorrelationCalculator:"
"CondensedPhysics2.py","40710","class DifferentialRotationDiskCalculator:"
"CondensedPhysics2.py","40769","class SCmDipoleAmplifiedCalculator:"
"CondensedPhysics2.py","40784","    This class adds the B_SCm = 1000 T undetectable superconductive field."
"CondensedPhysics2.py","40833","class YangMillsStringSpectrumCalculator:"
"CondensedPhysics2.py","40960","class SCmDerivativeHierarchyCalculator:"
"CondensedPhysics2.py","41042","class Ug2SolarWindTransmutationCalculator:"
"CondensedPhysics2.py","41118","class Ug4GalacticNonInteractiveCalculator:"
"CondensedPhysics2.py","41197","class SolarCycleCoupledFUCalculator:"
"CondensedPhysics2.py","41310","class FrozenPlanetSolarWindCalculator:"
"CondensedPhysics2.py","41435","class HUDFGalaxiesFUBiICalculator:"
"CondensedPhysics2.py","41517","        # Buoyancy sign: HUDF omega_0=1e-12 (same equiv class as SN1006+Kepler)"
"CondensedPhysics2.py","41528","                f""Force Equiv Class match (omega_0=1e-12): {equiv_class_match}"","
"CondensedPhysics2.py","41557","class NGC1792StarburstFUBiCalculator:"
"CondensedPhysics2.py","41673","class Source10CatalogueFUBiCalculator:"
"CondensedPhysics2.py","41814","class AndromedaUQFFGravityCalculator:"
"CondensedPhysics2.py","41953","class SombreroUQFFGravityCalculator:"
"CondensedPhysics2.py","42110","class SaturnUQFFGravityCalculator:"
"CondensedPhysics2.py","42262","class M16UQFFGravityCalculator:"
"CondensedPhysics2.py","42383","class ResonanceSCUQFFGravityCalculator:"
"CondensedPhysics2.py","42480","class CrabResonanceUQFFGravityCalculator:"
"CondensedPhysics2.py","42605","class CompressedResonanceUQFF24GravityCalculator:"
"CondensedPhysics2.py","42728","class UniverseDiameterUQFFGravityCalculator:"
"CondensedPhysics2.py","42882","class HydrogenAtomUQFFGravityCalculator:"
"CondensedPhysics2.py","43012","class HydrogenPToEResonanceUQFFCalculator:"
"CondensedPhysics2.py","43102","class LagoonNebulaUQFFHIIRegionCalculator:"
"CondensedPhysics2.py","43196","class SpiralSupernovaeUQFFGalacticCalculator:"
"CondensedPhysics2.py","43326","            'system':             'Milky-Way class spiral + SN Ia probe ? 30th C++ module, FIRST Spiral+SN Ia',"
"CondensedPhysics2.py","43331","class NGC6302UQFFBipolarPNCalculator:"
"CondensedPhysics2.py","43443","class NGC6302ResonanceUQFFCalculator:"
"CondensedPhysics2.py","43525","class OrionUQFFHIIRegionCalculator:"
"CondensedPhysics2.py","43673","class CompressedResonanceUQFF34MultiSystemCalculator:"
"CondensedPhysics2.py","43736","class CompressedResonanceUQFF34bMultiSystemCalculator:"
"CondensedPhysics2.py","43792","class GrokThread31b5c807TriadicSystemsCalculator:"
"CondensedPhysics2.py","43832","class GrokThread31b5c807DeepReanalysisCalculator:"
"CondensedPhysics2.py","43927","class Ug4VacuumMediatedCalculator:"
"CondensedPhysics2.py","43988","class AGNFeedbackFactorCalculator:"
"CondensedPhysics2.py","44055","class InflationEpochStructureCalculator:"
"CondensedPhysics2.py","44128","class DiPseudoMonopoleOriginCalculator:"
"CondensedPhysics2.py","44217","class VacuumEnergyComponentDensityCalculator:"
"CondensedPhysics2.py","44345","class ShapiroWilkQWaveNormalityCalculator:"
"CondensedPhysics2.py","44440","class RotorMolecularCrossSectionCalculator:"
"CondensedPhysics2.py","44517","class DPMTHzFrequencyMUGECalculator:"
"CondensedPhysics2.py","44621","class BoseEinsteinAlphaClusteringCalculator:"
"CondensedPhysics2.py","44693","class SuperconductiveComplexUiDensityCalculator:"
"CondensedPhysics2.py","44820","class NuclearBindingLadderValidator:"
"CondensedPhysics2.py","44942","class JCAPDarkMatterVacuumValidator:"
"CondensedPhysics2.py","45046","class UQFFUg4AGNFeedbackCalculator:"
"CondensedPhysics2.py","45091","class UQFFSolarCycleOmegaCalculator:"
"CondensedPhysics2.py","45132","class UQFFRelativisticSCmJetCalculator:"
"CondensedPhysics2.py","45170","class SolarWindUbiModulatorCalculator:"
"CondensedPhysics2.py","45221","class CoAnQiCelestialBodyFUCalculator:"
"CondensedPhysics2.py","45320","class CoAnQiModularCompressedMUGECalculator:"
"CondensedPhysics2.py","45382","class CoAnQiModularResonanceMUGECalculator:"
"CondensedPhysics2.py","45447","class CoAnQi26LevelEnergyDensityCalculator:"
"CondensedPhysics2.py","45491","class CoAnQiQuasarJetFluidCalculator:"
"CondensedPhysics2.py","45557","class CoAnQiUQFFVariableReferenceCalculator:"
"CondensedPhysics2.py","45573","class CoAnQiYangMillsHamiltonianCalculator:"
"CondensedPhysics2.py","45588","class CoAnQiQuasarNegativeTimeFluidCalculator:"
"CondensedPhysics2.py","45602","class CoAnQiPiCycleRiemannCalculator:"
"CondensedPhysics2.py","45617","class CoAnQiSolarSystemReferenceCalculator:"
"CondensedPhysics2.py","45645","class CoAnQiCanonicalMUGESystemCatalogCalculator:"
"CondensedPhysics2.py","45668","class CoAnQiSymbolicIntegrationCalculator:"
"CondensedPhysics2.py","45692","class CoAnQiODEIntegrationCalculator:"
"CondensedPhysics2.py","45706","class CoAnQiAntlr4UnitCalculator:"
"CondensedPhysics2.py","45726","class CoAnQiCollaborativeMathProtocolCalculator:"
"CondensedPhysics2.py","45739","class CoAnQiDataLoaderFrameworkCalculator:"
"CondensedPhysics2.py","45754","class CoAnQiReactorEfficiencyCalculator:"
"CondensedPhysics2.py","45794","class UQFFBuoyancyAstroCalculator:"
"CondensedPhysics2.py","45814","class CoAnQiUQFFVariableReferenceCalculator:"
"CondensedPhysics2.py","45830","class CoAnQiYangMillsHamiltonianCalculator:"
"CondensedPhysics2.py","45845","class CoAnQiQuasarNegativeTimeFluidCalculator:"
"CondensedPhysics2.py","45859","class CoAnQiPiCycleRiemannCalculator:"
"CondensedPhysics2.py","45874","class CoAnQiSolarSystemReferenceCalculator:"
"CondensedPhysics2.py","45902","class CoAnQiCanonicalMUGESystemCatalogCalculator:"
"CondensedPhysics2.py","45925","class CoAnQiSymbolicIntegrationCalculator:"
"CondensedPhysics2.py","45949","class CoAnQiODEIntegrationCalculator:"
"CondensedPhysics2.py","45963","class CoAnQiAntlr4UnitCalculator:"
"CondensedPhysics2.py","45983","class CoAnQiCollaborativeMathProtocolCalculator:"
"CondensedPhysics2.py","45996","class CoAnQiDataLoaderFrameworkCalculator:"
"CondensedPhysics2.py","46028","class UQFFBuoyancyAstroCalculator:"
"CondensedPhysics2.py","46044","class UQFFBuoyancyCNBCalculator:"
"CondensedPhysics2.py","46074","class IndividualSystemUQFF18Calculator:"
"CondensedPhysics2.py","46115","class MultiSystemUQFFCompilerCalculator:"
"CondensedPhysics2.py","46156","class HydrogenResonanceUQFFCalculator:"
"CondensedPhysics2.py","46231","class MUGECompressedNineTermCalculator:"
"CondensedPhysics2.py","46304","class MUGEResonanceThirteenModeCalculator:"
"CondensedPhysics2.py","46379","class UniversalFieldDecompositionCalculator:"
"CondensedPhysics2.py","46440","class BSMParticleObservablesCalculator:"
"CondensedPhysics2.py","46507","class CosmicEggDensityCalculator:"
"CondensedPhysics2.py","46555","class WolframFoldingFactorCalculator:"
"CondensedPhysics2.py","46605","class PreFertilizationEnergyCalculator:"
"CondensedPhysics2.py","46675","class SCmEggDispersalWaveCalculator:"
"CondensedPhysics2.py","46726","class EggProliferatedHubbleCalculator:"
"CondensedPhysics2.py","46791","class DPMFullFormulationCalculator:"
"CondensedPhysics2.py","46852","class TwentySixDProjectionCalculator:"
"CondensedPhysics2.py","46908","class ThreeDIPOCalculator:"
"CondensedPhysics2.py","46974","class HiggsInertialGradientCalculator:"
"CondensedPhysics2.py","47042","class ProtoHydrogen26ShellCalculator:"
"CondensedPhysics2.py","47110","class BBDTFeynmanClusterCalculator:"
"CondensedPhysics2.py","47205","class PIInfinityDecoderCalculator_84A767D3:"
"CondensedPhysics2.py","47243","class WolframFieldUnityCalculator_84A767D3:"
"CondensedPhysics2.py","47274","class SacredTimePhaseCalculator_84A767D3:"
"CondensedPhysics2.py","47316","class HypergraphDimensionCalculator_84A767D3:"
"CondensedPhysics2.py","47346","class BuoyantGravityHypergraphCalculator_84A767D3:"
"CondensedPhysics2.py","47370","class WSTPBridgeValidationCalculator_84A767D3:"
"CondensedPhysics2.py","47477","class GW150914PCRCalculator:"
"CondensedPhysics2.py","47506","class PSRJ0437SacredOrbitCalculator:"
"CondensedPhysics2.py","47545","class EtaCarinaBuoyantPCRCalculator:"
"CondensedPhysics2.py","47584","class NGC1277HypergraphDimCalculator:"
"CondensedPhysics2.py","47617","class TON618SacredPhaseCalculator:"
"CondensedPhysics2.py","47651","class TXS0506PICoSumCalculator:"
"CondensedPhysics2.py","47709","class NSHypergraphDiscreteRegularityCalculator:"
"CondensedPhysics2.py","47809","class YMDPMGaugeFieldMassGapProofCalculator:"
"CondensedPhysics2.py","47940","class Session142MillenniumEquationsHubCalculator:"
"CondensedPhysics2.py","48043","class YangMillsDPMQuantizationHubCalculator:"
"CondensedPhysics2.py","48154","class PvsNPUQFFComplexityCalculator:"
"CondensedPhysics2.py","48246","                'Complexity class layer assignments (1?26)',"
"CondensedPhysics2.py","48257","class BirchSwinnertonDyerUQFFCalculator:"
"CondensedPhysics2.py","48362","class HodgeUQFFAlgebraicCycleCalculator:"
"CondensedPhysics2.py","48391","            'description': f""All 26 Hodge class ratios E_n/E_0 = 10^(n-1) ? ?"""
"CondensedPhysics2.py","48463","class FUBi26thGaussianTruncatedPolynomialBoundCalculator:"
"CondensedPhysics2.py","48579","class MillenniumPrizeUQFFHubCalculator:"
"CondensedPhysics3.py","20","  - No named system classes (e.g., no class NGC3596Model)"
"CondensedPhysics3.py","84","class _CP3Calculator:"
"CondensedPhysics3.py","85","    """"""Base class for all CP3 stateless calculators."""""""
"CondensedPhysics3.py","107","class SolarWindBubbleVerificationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","154","class HeliopausalBoundaryStepFunctionCalculator(_CP3Calculator):"
"CondensedPhysics3.py","194","class StellarClusterUg3DiskTurbulenceCalculator(_CP3Calculator):"
"CondensedPhysics3.py","238","class StellarUg1DipoleDefectCalculator(_CP3Calculator):"
"CondensedPhysics3.py","280","class ExoplanetAtmosphericMassLossUbCalculator(_CP3Calculator):"
"CondensedPhysics3.py","333","class PlanetaryCoreUg3PenetrationScalingCalculator(_CP3Calculator):"
"CondensedPhysics3.py","378","class WhiteDwarfUQFFGravitationalDecayCalculator(_CP3Calculator):"
"CondensedPhysics3.py","429","class WhiteDwarfDegenerateElectronUiCalculator(_CP3Calculator):"
"CondensedPhysics3.py","465","class KilonovaTransientQWaveParameterCalculator(_CP3Calculator):"
"CondensedPhysics3.py","515","class SupernovaProgenitorNegativeTimeZoneCalculator(_CP3Calculator):"
"CondensedPhysics3.py","566","class NeutronStarCRPIceCubeFluxVerificationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","619","class NeutronStarMergerUbOutflowF_UCalculator(_CP3Calculator):"
"CondensedPhysics3.py","674","class BlackHoleJetFluidAsymmetryRatioCalculator(_CP3Calculator):"
"CondensedPhysics3.py","679","    Application: RACS J0320-35-class quasars growing at >Eddington"
"CondensedPhysics3.py","734","class BlackHoleUg4GalacticFeedbackCalculator(_CP3Calculator):"
"CondensedPhysics3.py","780","class GaiaSgrADistanceErrorAnalysisCalculator(_CP3Calculator):"
"CondensedPhysics3.py","825","class QuasarBlazerLuminosityEreactVerificationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","877","class GalacticCenterUg4KappaDecayCalibrationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","924","class MilkyWayGalacticSpinUb_iCouplingCalculator(_CP3Calculator):"
"CondensedPhysics3.py","968","class GalaxyIMFNucleosynthesisIndexCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1019","class GalaxyEquationOfStateUCFCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1064","class QuasarJetAsymmetryCosRatioCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1112","class QuasarEddingtonExcessJetVelocityCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1165","class GalaxyClusterPSZ2UmTurbulenceCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1167","    Computes Um turbulence signature for PSZ2-class galaxy clusters."
"CondensedPhysics3.py","1214","class GalaxyClusterPLCKDoubleRelicShearCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1216","    Shear map analysis for PLCK G287-class double-relic galaxy clusters."
"CondensedPhysics3.py","1262","class TwentySixLevelPolynomialHierarchyFullCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1316","class CosmologicalLineFluximeSFRIntegralCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1373","class PDGNuclearPolynomialFitVerificationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1431","class DeepFieldShearDeltaTauConstraintCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1481","class HighRedshiftJWSTQWaveDeepFieldCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1525","class DeepFieldG359ShearNISPConstraintCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1572","class QScopeFrequencyResonanceUQFFCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1634","class ATLASLHCQuarkEnergyLowNLevelCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1690","class VacuumEnergyComponentRatioCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1741","class SolarSystemFUValidatorCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1787","class HybridMUGEBlendingCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1824","class WormholeMUGE13thTermCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1860","class J1610QuasarRelativisticSCmCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1898","class StressEnergyAMunuCouplingCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1934","class GW231123MassGapUQFFCalculator(_CP3Calculator):"
"CondensedPhysics3.py","1979","class HighEnergyDatasetValidationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2027","class UQFFIPCChainStatusCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2031","    This class is the canonical IPC chain connector for CondensedPhysics3.py."
"CondensedPhysics3.py","2080","class CoAnQiCelestialBodyFUCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2123","class CoAnQiModularCompressedMUGECalculator(_CP3Calculator):"
"CondensedPhysics3.py","2164","class CoAnQiModularResonanceMUGECalculator(_CP3Calculator):"
"CondensedPhysics3.py","2207","class CoAnQi26LevelEnergyDensityCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2247","class CoAnQiQuasarJetFluidCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2287","class CoAnQiArchitectureCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2322","class DiPseudoMonopoleDPMTheoryCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2371","class TriadicMasterEquationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2408","class FUBiiExtendedIntegralCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2446","class FUBiiTaxonomyCompactObjectCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2487","class FUBiiTaxonomyCosmologicalCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2526","class UmUniversalMagnetismTaxonomyCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2569","class UQFFGravitationalWaveChirpQNMCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2608","class UQFFReionizationBBNCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2649","class UQFFCMBStructureGrowthCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2688","class UQFFDarkMatterNFWSIDMCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2731","class RamanujanPolynomialsQ26Calculator(_CP3Calculator):"
"CondensedPhysics3.py","2773","class MagnetarVortexAvalancheCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2816","class QuTiPQuantumEntanglementCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2860","class UQFFVariableCalibrationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2900","class UQFFvsLambdaCDMComparisonCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2944","class UQFFvsMONDComparisonCalculator(_CP3Calculator):"
"CondensedPhysics3.py","2988","class UQFF99SystemCompressionCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3026","class UQFF48ScaleMolecularRotorCIACalculator(_CP3Calculator):"
"CondensedPhysics3.py","3065","class HResDUniverseMasterCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3107","class MHDClustersJetsAccretionCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3151","class CosmicRaysWHIMFermiCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3207","class UQFFCompressedFriedmannCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3276","class UQFFMultiFactorEvolutionMergerCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3333","class UQFFVelocityStarFormationCollisionCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3388","class UQFFSupernovaFeedbackMassLossCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3450","class HydrogenNuclearShellResonanceCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3522","class UQFFUniverseDiameterEstimationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3577","class TriadicSSqFeedbackEnhancedCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3653","class DPMHarmonicBuoyancySeriesCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3735","class DipoleVortexPrimeEncodingCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3817","class UQFFRelativisticHierarchyDecayIntegralCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3890","class SgrAStarSpinDragUQFFCalculator(_CP3Calculator):"
"CondensedPhysics3.py","3893","    Unique equation from Document 3 (NOT in any SgrA* class in CP1/CP2):"
"CondensedPhysics3.py","3958","class UQFFLensingModulationRingsCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4023","class HydrogenAtomUQFFGravityCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4096","class FUBiiFullDPMPolynomialIntegralCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4221","class UQFFNeutrinoDecayRateCouplingCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4302","class MagnetarSGR1745DynamicModulationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4386","class UQFFBuoyancyMasterIntegralCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4487","class UQFFCGMSSqMetallicityCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4559","class NGC3603StellarPressureModulationCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4621","class M16EagleNebulaRadiationSFRCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4687","class CrabPWNUQFFCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4766","class UQFFSombreroDustIntegratedCalculator(_CP3Calculator):"
"CondensedPhysics3.py","4848","class BubbleNebulaExpansionEnhancementCalculator(_CP3Calculator):"
