script,classification,has_atoms_dict,has_search_def,has_search_call,has_candidates_dict,has_best_pick,has_closure_output,codata_count,obs_assign_count,structural_score,obs_in_pred
_session486_magic_20.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session487_magic_28.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session488_magic_50.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session489_magic_82.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session490_magic_126.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session491_deuteron.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session492_alpha_binding.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session493_reynolds_crit.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session494_sound_speed.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session495_von_karman.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session496_strouhal.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session497_prandtl.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session498_sphere_drag.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session499_kolmogorov.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session500_log_law_B.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session501_knudsen.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session502_bond_number.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session503_kepler_packing.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session504_circle_packing.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session505_catalan_C4.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session506_catalan_C5.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session507_buckyball_faces.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session508_cantor_hausdorff.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session509_sierpinski_hausdorff.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session510_dodecahedron.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session511_tetra_dihedral.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session512_buckyball_vertices.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session513_galilean_moons.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session514_planets_pluto.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session515_solar_cycle.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session516_bode_earth.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session517_bode_mercury.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session518_bode_mars.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session519_halley_period.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session520_saturn_obliquity.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session521_jupiter_period.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session522_saturn_period.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session523_pareto.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session524_kleiber.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session525_hill.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session526_harmonic_h2.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session527_phyllotaxis.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session528_dna_bp_turn.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session529_chromosomes.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session530_amino_acids.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session531_codons.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session532_heart_rate.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session533_e.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session534_e_squared.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session535_pi_over_4.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session536_gamma.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session537_ln_2.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session538_ln_10.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session539_catalan.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session540_apery.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session541_pi_squared.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session542_zeta_2.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session543_mp_me.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session544_mmu_me.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session545_mtau_me.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session546_mtau_mmu.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session547_higgs.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session548_W_Z.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session549_mn_mp.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session550_mp_MeV.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session551_me_MeV.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session552_alpha.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session553_CO2.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session554_lapse.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session555_scaleH.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session556_solar.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session557_salinity.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session558_pressure.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session559_albedo.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session560_greenhouse.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session561_tropopause.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session562_ozone.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session563_g.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session564_steelYield.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session565_concreteFc.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session566_steelE.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session567_concreteRho.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session568_steelRho.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session569_alRho.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session570_woodRho.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session571_mohs.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session572_sound.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session573_moon.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session574_AU.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session575_pcly.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session576_hubble.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session577_sunRadius.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session578_AUgm.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session579_sunMass.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session580_jupiter.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session581_year.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session582_lunarMonth.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session583_avogadro.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session584_R.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session585_H.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session586_C.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session587_O.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session588_N.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session589_kB.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session590_h.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session591_eV.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session592_H2O.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session593_bodyTemp.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session594_bloodPH.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session595_hemoglobin.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session596_heartRate.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session597_systolic.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session598_diastolic.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session599_breathing.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session600_glucose.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session601_DNA.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session602_height.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session603_Rearth.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session604_core.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session605_crust.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session606_ocean.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session607_moho.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session608_mariana.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session609_everest.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session610_karman.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session611_earthAge.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session612_orbitalV.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session613_Z0.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session614_alpha.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session615_eps0.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session616_mu0.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session617_ke.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session618_bohr.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session619_rydberg.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session620_compton.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session621_ge.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session622_bohrMag.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session623_rydbergE.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session624_stefan.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session625_wien.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session626_faraday.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session627_avogadro.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session628_kB.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session629_planck.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session630_c.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session631_e.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session632_hartree.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session633_pi.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session634_e.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session635_goldenRatio.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session636_gamma.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session637_sqrt2.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session638_sqrt3.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session639_sqrt5.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session640_ln2.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session641_ln10.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session642_zeta3.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session643_omegaM.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session644_omegaL.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session645_TCMB.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session646_ageGyr.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session647_omegaB.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session648_H0.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session649_sigma8.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session650_nS.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session651_zRecomb.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session652_zReion.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session653_W.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session654_Z.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session655_top.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session656_Higgs.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session657_b.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session658_charm.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session659_tau.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session660_muon.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session661_strange.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session662_electron.py,NO_CLOSURE_OUTPUT,False,False,False,False,False,False,0,0,0,False
_session663_Fe56.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session664_Ni62.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session665_He4.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session666_U235.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session667_U238.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session668_C12.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session669_O16.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session670_Pb208.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session671_H3.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session672_deuteron.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session673_Earth_mass.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session674_Earth_radius.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session675_Earth_g.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session676_Earth_escape.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session677_Earth_MoI.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session678_Earth_orb_v.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session679_Earth_year.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session680_Moon_dist.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session681_Moon_mass.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session682_Earth_density.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session683_lagrangian_primitives.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session684_closure_to_sector_bridge.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session684_KK_AU_per_1e10_m.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session685_KK_Sun_mass_per_1e29_kg.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session686_KK_Earth_orbit_v_per_km_s.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session687_KK_Sun_radius_per_1e8_m.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session688_KK_Jupiter_mass_per_1e27_kg.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session689_KK_Earth_radius_per_1e6_m.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session690_KK_Moon_orbital_period_per_day.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session691_KK_sidereal_year_per_100_day.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session692_KK_Mars_orbit_AU.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session693_KK_Mercury_year_per_10_day.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session694_alpha_forward_derivation.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,9,0,0,False
_session695_4pi_coset_derivation.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,8,0,0,False
_session696_2loop_kk_closure.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,12,0,0,False
_session697_c2_exact_decomposition.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,11,0,0,False
_session698_so2dpm_selection_rule.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,11,0,0,False
_session699_3loop_tail_bound.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,23,0,0,False
_session700_alpha_chain_convergence.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,13,0,0,False
_session701_c_tree_derivation.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session702_c_tree_layered_dpm.py,STRUCTURAL_IDENTITY,False,False,False,True,False,True,0,0,0,False
_session703_c_2loop_coefficient.py,STRUCTURAL_IDENTITY,False,False,False,True,False,True,0,0,0,False
_session704_c_3loop_tail_bound.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session705_universal_loop_factorial_rule.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session706_loop_factorial_n4.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session707_so2_dpm_geometric_phase.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,1,0,False
_session708_so2_dpm_rank_refined.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,1,0,False
_session709_mu_chain_opening.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,1,1,0,False
_session710_mu_2loop.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,1,0,False
_session711_mu_3loop_finite_polynomial.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,1,0,False
_session712_mu_4loop_termination_test.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,1,0,0,False
_session713_alpha_4loop_borel_test.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,48,0,0,False
_session714_alpha_c3_locked_candidate_hunt.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,12,0,0,False
_session715_alpha_4loop_locked_candidate.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,26,0,0,False
_session716_mu_5loop_ratio_rule_validation.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,1,0,False
_session717_alpha_class_universality_test.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session718_c_chain_class_assignment.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,1,0,False
_session719_hbar_dimensional_class_probe.py,STRUCTURAL_IDENTITY,False,False,False,True,False,True,0,0,0,False
_session720_hbar_classIV_nogo_and_L_SCM_promotion.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session721_classV_G_and_LSCM_MSCM_proportionality.py,STRUCTURAL_IDENTITY,False,False,False,True,False,True,0,0,0,False
_session722_K_G_prefactor_search.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,1,0,0,False
_session723_K_G_locked_rational.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,1,0,0,False
_session724_classVI_Lambda_opening.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,3,0,0,False
_session725_cosmological_hierarchy_probe.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session726_LH_tighten_locked_closure.py,STRUCTURAL_IDENTITY,True,False,False,False,False,True,0,0,0,False
_session727_LH42_Lambda_closure.py,STRUCTURAL_IDENTITY,False,False,False,False,False,True,0,0,0,False
_session728_triple_track_consolidation.py,PRIMITIVE_DERIVATION,False,False,False,True,False,True,1,0,0,False
_session729_H0_eta_hbar_consolidation.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,1,0,0,False
_session730_Dcrit7_TCMB_Hubble.py,STRUCTURAL_IDENTITY,True,False,False,False,False,True,0,0,0,False
_session731_TCMB_OmegaX_motifs.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,1,0,0,False
_session732_classX_BAO_audit.py,STRUCTURAL_IDENTITY,True,False,False,False,False,True,0,0,0,False
_session733_residual_hierarchy_OmegaB_BAO_crosscheck.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,1,0,0,False
_session734_classXII_tighten_HubbleTension_residual.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,0,2,0,False
_session735_universal_residual_HubbleInvariant_sigma8.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,0,1,0,False
_session736_delta_univ_classXV_ns_S8_check.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,1,1,0,False
_session737_delta_dress_classXVI_alphas_VII_decompose.py,PRIMITIVE_DERIVATION,True,False,False,True,False,True,0,3,0,False
_session738_globalR_classXVII_r_alphas_identity.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,0,2,0,False
_session739_R_xi_classXVIII_OmegaLambda_betas.py,PRIMITIVE_DERIVATION,True,False,False,True,False,True,0,3,0,False
_session740_xi_refine_classXIX_age_gammas.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,0,1,0,False
_session741_t0_refine_zeq_classXX_ell1.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,5,0,False
_session742_higher_peaks_t0_exact_classXXII_rs.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,6,0,False
_session743_rs_silk_As.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,6,0,False
_session744_As_refine_kD_Neff.py,PRIMITIVE_DERIVATION,False,False,False,False,False,True,0,4,0,False
_session745_As_kD_exact_Yp.py,PRIMITIVE_DERIVATION,True,False,False,False,False,True,16,3,0,False
_session746_DH_kD_As.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,0,3,0,False
_session747_LiH_As_DH.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,0,3,0,False
_session748_LiH_He3_eta.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,20,3,0,False
_session749_eta_Yp_T0.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,15,2,0,False
_session750_eta_T0_H0.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,14,2,0,False
_session751_T0_Hratio_sigma8_Omegam.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,0,6,0,False
_session752_T0reform_sigma8KiDS_OmegaL.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,0,2,0,False
_session753_sigma8push_wDE_Obh2.py,OBS_TAUTOLOGY,True,True,True,False,False,True,0,3,0,True
_session754_Obh2push_zeq_rs.py,OBS_TAUTOLOGY,True,True,True,False,False,True,0,2,0,True
_session755_Obh2unblock_t0_tau.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,9,3,0,False
_session756_tauCE_zstar_Neff.py,OBS_TAUTOLOGY,True,True,True,False,False,True,11,3,0,True
_session757_tau_zstar_DH.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,10,3,0,False
_session758_mpme_alphaS_Omh2.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,21,3,0,False
_session759_tau_zstar_Oc_kpivot.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,11,4,0,False
_session760_Och2_mnu_As.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,12,3,0,False
_session761_As_obratio_eta.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,23,3,0,False
_session762_H0_rdrag_gammaPPN.py,ATOM_SEARCH_FIT,True,True,True,False,False,True,17,3,0,False
